,row,column,lat_min,lat_max,lon_min,lon_max,nature,entertainment,transports,art,tourism,security,accessibility,sport
R162C73,162.0,73.0,41.750566371235024,41.75439794633158,1.9325150453487698,1.9400148480980042,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R162C74,162.0,74.0,41.750566371235024,41.75439794633158,1.9400148480980042,1.9475146508472385,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C75,162.0,75.0,41.750566371235024,41.75439794633158,1.9475146508472385,1.9550144535964729,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R162C76,162.0,76.0,41.750566371235024,41.75439794633158,1.9550144535964729,1.9625142563457072,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R162C77,162.0,77.0,41.750566371235024,41.75439794633158,1.9625142563457072,1.9700140590949415,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R162C78,162.0,78.0,41.750566371235024,41.75439794633158,1.9700140590949415,1.9775138618441759,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C79,162.0,79.0,41.750566371235024,41.75439794633158,1.9775138618441759,1.9850136645934102,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R162C80,162.0,80.0,41.750566371235024,41.75439794633158,1.9850136645934102,1.9925134673426446,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C81,162.0,81.0,41.750566371235024,41.75439794633158,1.9925134673426446,2.000013270091879,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C82,162.0,82.0,41.750566371235024,41.75439794633158,2.000013270091879,2.0075130728411135,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0
R162C83,162.0,83.0,41.750566371235024,41.75439794633158,2.0075130728411135,2.015012875590348,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
R162C84,162.0,84.0,41.750566371235024,41.75439794633158,2.015012875590348,2.022512678339582,2.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0
R162C85,162.0,85.0,41.750566371235024,41.75439794633158,2.022512678339582,2.0300124810888165,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C86,162.0,86.0,41.750566371235024,41.75439794633158,2.0300124810888165,2.037512283838051,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R162C87,162.0,87.0,41.750566371235024,41.75439794633158,2.037512283838051,2.045012086587285,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C88,162.0,88.0,41.750566371235024,41.75439794633158,2.045012086587285,2.0525118893365195,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C89,162.0,89.0,41.750566371235024,41.75439794633158,2.0525118893365195,2.060011692085754,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R162C90,162.0,90.0,41.750566371235024,41.75439794633158,2.060011692085754,2.067511494834988,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C91,162.0,91.0,41.750566371235024,41.75439794633158,2.067511494834988,2.0750112975842225,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C92,162.0,92.0,41.750566371235024,41.75439794633158,2.0750112975842225,2.082511100333457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C93,162.0,93.0,41.750566371235024,41.75439794633158,2.082511100333457,2.090010903082691,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C94,162.0,94.0,41.750566371235024,41.75439794633158,2.090010903082691,2.0975107058319256,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R162C95,162.0,95.0,41.750566371235024,41.75439794633158,2.0975107058319256,2.10501050858116,13.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
R162C96,162.0,96.0,41.750566371235024,41.75439794633158,2.10501050858116,2.1125103113303942,24.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0
R162C97,162.0,97.0,41.750566371235024,41.75439794633158,2.1125103113303942,2.1200101140796286,111.0,17.0,47.0,1.0,8.0,1.0,3.0,0.0
R162C98,162.0,98.0,41.750566371235024,41.75439794633158,2.1200101140796286,2.127509916828863,80.0,25.0,71.0,1.0,2.0,2.0,4.0,0.0
R162C99,162.0,99.0,41.750566371235024,41.75439794633158,2.127509916828863,2.1350097195780973,32.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0
R162C100,162.0,100.0,41.750566371235024,41.75439794633158,2.1350097195780973,2.1425095223273316,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R162C101,162.0,101.0,41.750566371235024,41.75439794633158,2.1425095223273316,2.150009325076566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C102,162.0,102.0,41.750566371235024,41.75439794633158,2.150009325076566,2.1575091278258003,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C103,162.0,103.0,41.750566371235024,41.75439794633158,2.1575091278258003,2.1650089305750346,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C104,162.0,104.0,41.750566371235024,41.75439794633158,2.1650089305750346,2.172508733324269,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C106,162.0,106.0,41.750566371235024,41.75439794633158,2.1800085360735033,2.1875083388227377,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C107,162.0,107.0,41.750566371235024,41.75439794633158,2.1875083388227377,2.195008141571972,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C108,162.0,108.0,41.750566371235024,41.75439794633158,2.195008141571972,2.2025079443212063,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C109,162.0,109.0,41.750566371235024,41.75439794633158,2.2025079443212063,2.2100077470704407,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R162C110,162.0,110.0,41.750566371235024,41.75439794633158,2.2100077470704407,2.217507549819675,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C111,162.0,111.0,41.750566371235024,41.75439794633158,2.217507549819675,2.2250073525689094,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
R162C112,162.0,112.0,41.750566371235024,41.75439794633158,2.2250073525689094,2.2325071553181437,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R162C113,162.0,113.0,41.750566371235024,41.75439794633158,2.2325071553181437,2.240006958067378,2.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
R162C114,162.0,114.0,41.750566371235024,41.75439794633158,2.240006958067378,2.2475067608166124,6.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0
R162C115,162.0,115.0,41.750566371235024,41.75439794633158,2.2475067608166124,2.2550065635658467,8.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
R162C116,162.0,116.0,41.750566371235024,41.75439794633158,2.2550065635658467,2.262506366315081,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R162C117,162.0,117.0,41.750566371235024,41.75439794633158,2.262506366315081,2.2700061690643154,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C118,162.0,118.0,41.750566371235024,41.75439794633158,2.2700061690643154,2.2775059718135497,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C119,162.0,119.0,41.750566371235024,41.75439794633158,2.2775059718135497,2.285005774562784,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R162C120,162.0,120.0,41.750566371235024,41.75439794633158,2.285005774562784,2.2925055773120184,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R162C121,162.0,121.0,41.750566371235024,41.75439794633158,2.2925055773120184,2.3000053800612528,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C122,162.0,122.0,41.750566371235024,41.75439794633158,2.3000053800612528,2.307505182810487,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R162C123,162.0,123.0,41.750566371235024,41.75439794633158,2.307505182810487,2.3150049855597215,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C124,162.0,124.0,41.750566371235024,41.75439794633158,2.3150049855597215,2.322504788308956,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C125,162.0,125.0,41.750566371235024,41.75439794633158,2.322504788308956,2.33000459105819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C126,162.0,126.0,41.750566371235024,41.75439794633158,2.33000459105819,2.3375043938074245,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C127,162.0,127.0,41.750566371235024,41.75439794633158,2.3375043938074245,2.345004196556659,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C128,162.0,128.0,41.750566371235024,41.75439794633158,2.345004196556659,2.352503999305893,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C129,162.0,129.0,41.750566371235024,41.75439794633158,2.352503999305893,2.3600038020551275,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C130,162.0,130.0,41.750566371235024,41.75439794633158,2.3600038020551275,2.367503604804362,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C131,162.0,131.0,41.750566371235024,41.75439794633158,2.367503604804362,2.375003407553596,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C132,162.0,132.0,41.750566371235024,41.75439794633158,2.375003407553596,2.3825032103028305,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C133,162.0,133.0,41.750566371235024,41.75439794633158,2.3825032103028305,2.390003013052065,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C134,162.0,134.0,41.750566371235024,41.75439794633158,2.390003013052065,2.397502815801299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C135,162.0,135.0,41.750566371235024,41.75439794633158,2.397502815801299,2.4050026185505335,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C136,162.0,136.0,41.750566371235024,41.75439794633158,2.4050026185505335,2.412502421299768,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C137,162.0,137.0,41.750566371235024,41.75439794633158,2.412502421299768,2.4200022240490022,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C138,162.0,138.0,41.750566371235024,41.75439794633158,2.4200022240490022,2.4275020267982366,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
R162C139,162.0,139.0,41.750566371235024,41.75439794633158,2.4275020267982366,2.435001829547471,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C140,162.0,140.0,41.750566371235024,41.75439794633158,2.435001829547471,2.4425016322967052,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
R162C141,162.0,141.0,41.750566371235024,41.75439794633158,2.4425016322967052,2.4500014350459396,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C142,162.0,142.0,41.750566371235024,41.75439794633158,2.4500014350459396,2.457501237795174,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C143,162.0,143.0,41.750566371235024,41.75439794633158,2.457501237795174,2.4650010405444083,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C144,162.0,144.0,41.750566371235024,41.75439794633158,2.4650010405444083,2.4725008432936426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C145,162.0,145.0,41.750566371235024,41.75439794633158,2.4725008432936426,2.480000646042877,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C146,162.0,146.0,41.750566371235024,41.75439794633158,2.480000646042877,2.4875004487921113,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
R162C147,162.0,147.0,41.750566371235024,41.75439794633158,2.4875004487921113,2.4950002515413456,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R162C148,162.0,148.0,41.750566371235024,41.75439794633158,2.4950002515413456,2.50250005429058,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R162C149,162.0,149.0,41.750566371235024,41.75439794633158,2.50250005429058,2.5099998570398143,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C150,162.0,150.0,41.750566371235024,41.75439794633158,2.5099998570398143,2.5174996597890487,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C151,162.0,151.0,41.750566371235024,41.75439794633158,2.5174996597890487,2.524999462538283,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C152,162.0,152.0,41.750566371235024,41.75439794633158,2.524999462538283,2.5324992652875173,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C153,162.0,153.0,41.750566371235024,41.75439794633158,2.5324992652875173,2.5399990680367517,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C154,162.0,154.0,41.750566371235024,41.75439794633158,2.5399990680367517,2.547498870785986,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C155,162.0,155.0,41.750566371235024,41.75439794633158,2.547498870785986,2.5549986735352204,3.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0
R162C156,162.0,156.0,41.750566371235024,41.75439794633158,2.5549986735352204,2.5624984762844547,2.0,10.0,39.0,0.0,0.0,0.0,3.0,0.0
R162C157,162.0,157.0,41.750566371235024,41.75439794633158,2.5624984762844547,2.569998279033689,7.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0
R162C158,162.0,158.0,41.750566371235024,41.75439794633158,2.569998279033689,2.5774980817829234,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C159,162.0,159.0,41.750566371235024,41.75439794633158,2.5774980817829234,2.5849978845321577,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C160,162.0,160.0,41.750566371235024,41.75439794633158,2.5849978845321577,2.592497687281392,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C161,162.0,161.0,41.750566371235024,41.75439794633158,2.592497687281392,2.5999974900306264,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C162,162.0,162.0,41.750566371235024,41.75439794633158,2.5999974900306264,2.6074972927798608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C163,162.0,163.0,41.750566371235024,41.75439794633158,2.6074972927798608,2.614997095529095,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C164,162.0,164.0,41.750566371235024,41.75439794633158,2.614997095529095,2.6224968982783294,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C165,162.0,165.0,41.750566371235024,41.75439794633158,2.6224968982783294,2.6299967010275638,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C166,162.0,166.0,41.750566371235024,41.75439794633158,2.6299967010275638,2.637496503776798,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C167,162.0,167.0,41.750566371235024,41.75439794633158,2.637496503776798,2.6449963065260325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C168,162.0,168.0,41.750566371235024,41.75439794633158,2.6449963065260325,2.652496109275267,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R162C169,162.0,169.0,41.750566371235024,41.75439794633158,2.652496109275267,2.659995912024501,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C170,162.0,170.0,41.750566371235024,41.75439794633158,2.659995912024501,2.6674957147737355,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
R162C172,162.0,172.0,41.750566371235024,41.75439794633158,2.67499551752297,2.682495320272204,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R162C173,162.0,173.0,41.750566371235024,41.75439794633158,2.682495320272204,2.6899951230214385,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C174,162.0,174.0,41.750566371235024,41.75439794633158,2.6899951230214385,2.697494925770673,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C176,162.0,176.0,41.750566371235024,41.75439794633158,2.704994728519907,2.7124945312691415,6.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
R162C177,162.0,177.0,41.750566371235024,41.75439794633158,2.7124945312691415,2.719994334018376,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
R162C178,162.0,178.0,41.750566371235024,41.75439794633158,2.719994334018376,2.72749413676761,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C179,162.0,179.0,41.750566371235024,41.75439794633158,2.72749413676761,2.7349939395168446,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R162C180,162.0,180.0,41.750566371235024,41.75439794633158,2.7349939395168446,2.742493742266079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C181,162.0,181.0,41.750566371235024,41.75439794633158,2.742493742266079,2.7499935450153132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C183,162.0,183.0,41.750566371235024,41.75439794633158,2.7574933477645476,2.764993150513782,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C184,162.0,184.0,41.750566371235024,41.75439794633158,2.764993150513782,2.7724929532630163,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C185,162.0,185.0,41.750566371235024,41.75439794633158,2.7724929532630163,2.7799927560122506,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0
R162C187,162.0,187.0,41.750566371235024,41.75439794633158,2.787492558761485,2.7949923615107193,3.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0
R162C188,162.0,188.0,41.750566371235024,41.75439794633158,2.7949923615107193,2.8024921642599536,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0
R162C189,162.0,189.0,41.750566371235024,41.75439794633158,2.8024921642599536,2.809991967009188,1.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0
R162C190,162.0,190.0,41.750566371235024,41.75439794633158,2.809991967009188,2.8174917697584223,0.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0
R162C191,162.0,191.0,41.750566371235024,41.75439794633158,2.8174917697584223,2.8249915725076566,1.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0
R162C192,162.0,192.0,41.750566371235024,41.75439794633158,2.8249915725076566,2.832491375256891,1.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0
R162C193,162.0,193.0,41.750566371235024,41.75439794633158,2.832491375256891,2.8399911780061253,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C194,162.0,194.0,41.750566371235024,41.75439794633158,2.8399911780061253,2.8474909807553597,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C195,162.0,195.0,41.750566371235024,41.75439794633158,2.8474909807553597,2.854990783504594,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C196,162.0,196.0,41.750566371235024,41.75439794633158,2.854990783504594,2.8624905862538284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R162C198,162.0,198.0,41.750566371235024,41.75439794633158,2.8699903890030627,2.877490191752297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R162C199,162.0,199.0,41.750566371235024,41.75439794633158,2.877490191752297,2.8849899945015314,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R162C200,162.0,200.0,41.750566371235024,41.75439794633158,2.8849899945015314,2.8924897972507657,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R163C2,163.0,2.0,41.75439794633158,41.758229521428134,1.4000290501531316,1.407528852902366,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C3,163.0,3.0,41.75439794633158,41.758229521428134,1.407528852902366,1.4150286556516003,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C4,163.0,4.0,41.75439794633158,41.758229521428134,1.4150286556516003,1.4225284584008346,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R163C5,163.0,5.0,41.75439794633158,41.758229521428134,1.4225284584008346,1.430028261150069,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R163C6,163.0,6.0,41.75439794633158,41.758229521428134,1.430028261150069,1.4375280638993033,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C7,163.0,7.0,41.75439794633158,41.758229521428134,1.4375280638993033,1.4450278666485377,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
R163C8,163.0,8.0,41.75439794633158,41.758229521428134,1.4450278666485377,1.452527669397772,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C9,163.0,9.0,41.75439794633158,41.758229521428134,1.452527669397772,1.4600274721470063,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R163C10,163.0,10.0,41.75439794633158,41.758229521428134,1.4600274721470063,1.4675272748962407,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
R163C11,163.0,11.0,41.75439794633158,41.758229521428134,1.4675272748962407,1.475027077645475,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R163C12,163.0,12.0,41.75439794633158,41.758229521428134,1.475027077645475,1.4825268803947094,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R163C13,163.0,13.0,41.75439794633158,41.758229521428134,1.4825268803947094,1.4900266831439437,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
R163C14,163.0,14.0,41.75439794633158,41.758229521428134,1.4900266831439437,1.497526485893178,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R163C15,163.0,15.0,41.75439794633158,41.758229521428134,1.497526485893178,1.5050262886424124,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C16,163.0,16.0,41.75439794633158,41.758229521428134,1.5050262886424124,1.5125260913916467,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C17,163.0,17.0,41.75439794633158,41.758229521428134,1.5125260913916467,1.520025894140881,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R163C18,163.0,18.0,41.75439794633158,41.758229521428134,1.520025894140881,1.5275256968901154,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R163C20,163.0,20.0,41.75439794633158,41.758229521428134,1.5350254996393498,1.542525302388584,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C21,163.0,21.0,41.75439794633158,41.758229521428134,1.542525302388584,1.5500251051378184,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C22,163.0,22.0,41.75439794633158,41.758229521428134,1.5500251051378184,1.5575249078870528,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C23,163.0,23.0,41.75439794633158,41.758229521428134,1.5575249078870528,1.5650247106362871,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C24,163.0,24.0,41.75439794633158,41.758229521428134,1.5650247106362871,1.5725245133855215,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C25,163.0,25.0,41.75439794633158,41.758229521428134,1.5725245133855215,1.5800243161347558,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R163C26,163.0,26.0,41.75439794633158,41.758229521428134,1.5800243161347558,1.5875241188839901,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R163C27,163.0,27.0,41.75439794633158,41.758229521428134,1.5875241188839901,1.5950239216332245,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C28,163.0,28.0,41.75439794633158,41.758229521428134,1.5950239216332245,1.6025237243824588,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C29,163.0,29.0,41.75439794633158,41.758229521428134,1.6025237243824588,1.6100235271316932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C30,163.0,30.0,41.75439794633158,41.758229521428134,1.6100235271316932,1.6175233298809275,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C31,163.0,31.0,41.75439794633158,41.758229521428134,1.6175233298809275,1.6250231326301618,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C32,163.0,32.0,41.75439794633158,41.758229521428134,1.6250231326301618,1.6325229353793962,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C33,163.0,33.0,41.75439794633158,41.758229521428134,1.6325229353793962,1.6400227381286305,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C34,163.0,34.0,41.75439794633158,41.758229521428134,1.6400227381286305,1.6475225408778649,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C35,163.0,35.0,41.75439794633158,41.758229521428134,1.6475225408778649,1.6550223436270992,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R163C36,163.0,36.0,41.75439794633158,41.758229521428134,1.6550223436270992,1.6625221463763336,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R163C37,163.0,37.0,41.75439794633158,41.758229521428134,1.6625221463763336,1.670021949125568,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
R163C38,163.0,38.0,41.75439794633158,41.758229521428134,1.670021949125568,1.6775217518748022,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R163C39,163.0,39.0,41.75439794633158,41.758229521428134,1.6775217518748022,1.6850215546240366,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C40,163.0,40.0,41.75439794633158,41.758229521428134,1.6850215546240366,1.692521357373271,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C42,163.0,42.0,41.75439794633158,41.758229521428134,1.7000211601225053,1.7075209628717396,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R163C43,163.0,43.0,41.75439794633158,41.758229521428134,1.7075209628717396,1.715020765620974,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R163C44,163.0,44.0,41.75439794633158,41.758229521428134,1.715020765620974,1.7225205683702083,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R163C45,163.0,45.0,41.75439794633158,41.758229521428134,1.7225205683702083,1.7300203711194426,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R163C46,163.0,46.0,41.75439794633158,41.758229521428134,1.7300203711194426,1.737520173868677,3.0,0.0,29.0,2.0,7.0,0.0,0.0,0.0
R163C47,163.0,47.0,41.75439794633158,41.758229521428134,1.737520173868677,1.7450199766179113,4.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0
R163C48,163.0,48.0,41.75439794633158,41.758229521428134,1.7450199766179113,1.7525197793671456,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
R163C49,163.0,49.0,41.75439794633158,41.758229521428134,1.7525197793671456,1.76001958211638,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R163C50,163.0,50.0,41.75439794633158,41.758229521428134,1.76001958211638,1.7675193848656143,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R163C51,163.0,51.0,41.75439794633158,41.758229521428134,1.7675193848656143,1.7750191876148487,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R163C52,163.0,52.0,41.75439794633158,41.758229521428134,1.7750191876148487,1.782518990364083,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R163C53,163.0,53.0,41.75439794633158,41.758229521428134,1.782518990364083,1.7900187931133174,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
R163C54,163.0,54.0,41.75439794633158,41.758229521428134,1.7900187931133174,1.7975185958625517,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R163C55,163.0,55.0,41.75439794633158,41.758229521428134,1.7975185958625517,1.805018398611786,10.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
R163C56,163.0,56.0,41.75439794633158,41.758229521428134,1.805018398611786,1.8125182013610204,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R163C57,163.0,57.0,41.75439794633158,41.758229521428134,1.8125182013610204,1.8200180041102547,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R163C58,163.0,58.0,41.75439794633158,41.758229521428134,1.8200180041102547,1.827517806859489,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R163C59,163.0,59.0,41.75439794633158,41.758229521428134,1.827517806859489,1.8350176096087234,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
