,geometry,cluster
R100C113,"POLYGON ((12.340000108 45.50000063744778, 12.3325001115 45.50000063744778, 12.3325001115 45.49500066855699, 12.340000108 45.49500066855699, 12.340000108 45.50000063744778))",14
R100C123,"POLYGON ((12.415000073 45.50000063744778, 12.4075000765 45.50000063744778, 12.4075000765 45.49500066855699, 12.415000073 45.49500066855699, 12.415000073 45.50000063744778))",14
R100C124,"POLYGON ((12.4225000695 45.50000063744778, 12.415000073 45.50000063744778, 12.415000073 45.49500066855699, 12.4225000695 45.49500066855699, 12.4225000695 45.50000063744778))",14
R100C150,"POLYGON ((12.6174999785 45.50000063744778, 12.609999982 45.50000063744778, 12.609999982 45.49500066855699, 12.6174999785 45.49500066855699, 12.6174999785 45.50000063744778))",2
R100C151,"POLYGON ((12.624999975 45.50000063744778, 12.6174999785 45.50000063744778, 12.6174999785 45.49500066855699, 12.624999975 45.49500066855699, 12.624999975 45.50000063744778))",2
R100C152,"POLYGON ((12.6324999715 45.50000063744778, 12.624999975 45.50000063744778, 12.624999975 45.49500066855699, 12.6324999715 45.49500066855699, 12.6324999715 45.50000063744778))",2
R100C153,"POLYGON ((12.639999968 45.50000063744778, 12.6324999715 45.50000063744778, 12.6324999715 45.49500066855699, 12.639999968 45.49500066855699, 12.639999968 45.50000063744778))",2
R101C9,"POLYGON ((11.560000472 45.50500060633858, 11.5525004755 45.50500060633858, 11.5525004755 45.50000063744778, 11.560000472 45.50000063744778, 11.560000472 45.50500060633858))",12
R101C10,"POLYGON ((11.5675004685 45.50500060633858, 11.560000472 45.50500060633858, 11.560000472 45.50000063744778, 11.5675004685 45.50000063744778, 11.5675004685 45.50500060633858))",12
R101C11,"POLYGON ((11.575000465 45.50500060633858, 11.5675004685 45.50500060633858, 11.5675004685 45.50000063744778, 11.575000465 45.50000063744778, 11.575000465 45.50500060633858))",12
R101C22,"POLYGON ((11.6575004265 45.50500060633858, 11.65000043 45.50500060633858, 11.65000043 45.50000063744778, 11.6575004265 45.50000063744778, 11.6575004265 45.50500060633858))",12
R101C55,"POLYGON ((11.905000311 45.50500060633858, 11.8975003145 45.50500060633858, 11.8975003145 45.50000063744778, 11.905000311 45.50000063744778, 11.905000311 45.50500060633858))",16
R101C56,"POLYGON ((11.9125003075 45.50500060633858, 11.905000311 45.50500060633858, 11.905000311 45.50000063744778, 11.9125003075 45.50000063744778, 11.9125003075 45.50500060633858))",16
R101C73,"POLYGON ((12.040000248 45.50500060633858, 12.0325002515 45.50500060633858, 12.0325002515 45.50000063744778, 12.040000248 45.50000063744778, 12.040000248 45.50500060633858))",8
R101C84,"POLYGON ((12.1225002095 45.50500060633858, 12.115000213 45.50500060633858, 12.115000213 45.50000063744778, 12.1225002095 45.50000063744778, 12.1225002095 45.50500060633858))",8
R101C98,"POLYGON ((12.2275001605 45.50500060633858, 12.220000164 45.50500060633858, 12.220000164 45.50000063744778, 12.2275001605 45.50000063744778, 12.2275001605 45.50500060633858))",8
R101C99,"POLYGON ((12.235000157 45.50500060633858, 12.2275001605 45.50500060633858, 12.2275001605 45.50000063744778, 12.235000157 45.50000063744778, 12.235000157 45.50500060633858))",8
R101C101,"POLYGON ((12.25000015 45.50500060633858, 12.2425001535 45.50500060633858, 12.2425001535 45.50000063744778, 12.25000015 45.50000063744778, 12.25000015 45.50500060633858))",14
R101C102,"POLYGON ((12.2575001465 45.50500060633858, 12.25000015 45.50500060633858, 12.25000015 45.50000063744778, 12.2575001465 45.50000063744778, 12.2575001465 45.50500060633858))",14
R101C103,"POLYGON ((12.265000143 45.50500060633858, 12.2575001465 45.50500060633858, 12.2575001465 45.50000063744778, 12.265000143 45.50000063744778, 12.265000143 45.50500060633858))",14
R101C104,"POLYGON ((12.2725001395 45.50500060633858, 12.265000143 45.50500060633858, 12.265000143 45.50000063744778, 12.2725001395 45.50000063744778, 12.2725001395 45.50500060633858))",14
R101C105,"POLYGON ((12.280000136 45.50500060633858, 12.2725001395 45.50500060633858, 12.2725001395 45.50000063744778, 12.280000136 45.50000063744778, 12.280000136 45.50500060633858))",14
R101C106,"POLYGON ((12.2875001325 45.50500060633858, 12.280000136 45.50500060633858, 12.280000136 45.50000063744778, 12.2875001325 45.50000063744778, 12.2875001325 45.50500060633858))",14
R101C112,"POLYGON ((12.3325001115 45.50500060633858, 12.325000115 45.50500060633858, 12.325000115 45.50000063744778, 12.3325001115 45.50000063744778, 12.3325001115 45.50500060633858))",14
R101C113,"POLYGON ((12.340000108 45.50500060633858, 12.3325001115 45.50500060633858, 12.3325001115 45.50000063744778, 12.340000108 45.50000063744778, 12.340000108 45.50500060633858))",14
R101C114,"POLYGON ((12.3475001045 45.50500060633858, 12.340000108 45.50500060633858, 12.340000108 45.50000063744778, 12.3475001045 45.50000063744778, 12.3475001045 45.50500060633858))",14
R101C150,"POLYGON ((12.6174999785 45.50500060633858, 12.609999982 45.50500060633858, 12.609999982 45.50000063744778, 12.6174999785 45.50000063744778, 12.6174999785 45.50500060633858))",2
R101C151,"POLYGON ((12.624999975 45.50500060633858, 12.6174999785 45.50500060633858, 12.6174999785 45.50000063744778, 12.624999975 45.50000063744778, 12.624999975 45.50500060633858))",2
R101C152,"POLYGON ((12.6324999715 45.50500060633858, 12.624999975 45.50500060633858, 12.624999975 45.50000063744778, 12.6324999715 45.50000063744778, 12.6324999715 45.50500060633858))",2
R101C153,"POLYGON ((12.639999968 45.50500060633858, 12.6324999715 45.50500060633858, 12.6324999715 45.50000063744778, 12.639999968 45.50000063744778, 12.639999968 45.50500060633858))",2
R101C154,"POLYGON ((12.6474999645 45.50500060633858, 12.639999968 45.50500060633858, 12.639999968 45.50000063744778, 12.6474999645 45.50000063744778, 12.6474999645 45.50500060633858))",2
R101C155,"POLYGON ((12.654999961 45.50500060633858, 12.6474999645 45.50500060633858, 12.6474999645 45.50000063744778, 12.654999961 45.50000063744778, 12.654999961 45.50500060633858))",2
R102C10,"POLYGON ((11.5675004685 45.51000057522937, 11.560000472 45.51000057522937, 11.560000472 45.50500060633858, 11.5675004685 45.50500060633858, 11.5675004685 45.51000057522937))",12
R102C11,"POLYGON ((11.575000465 45.51000057522937, 11.5675004685 45.51000057522937, 11.5675004685 45.50500060633858, 11.575000465 45.50500060633858, 11.575000465 45.51000057522937))",12
R102C45,"POLYGON ((11.830000346 45.51000057522937, 11.8225003495 45.51000057522937, 11.8225003495 45.50500060633858, 11.830000346 45.50500060633858, 11.830000346 45.51000057522937))",16
R102C73,"POLYGON ((12.040000248 45.51000057522937, 12.0325002515 45.51000057522937, 12.0325002515 45.50500060633858, 12.040000248 45.50500060633858, 12.040000248 45.51000057522937))",8
R102C96,"POLYGON ((12.2125001675 45.51000057522937, 12.205000171 45.51000057522937, 12.205000171 45.50500060633858, 12.2125001675 45.50500060633858, 12.2125001675 45.51000057522937))",8
R102C102,"POLYGON ((12.2575001465 45.51000057522937, 12.25000015 45.51000057522937, 12.25000015 45.50500060633858, 12.2575001465 45.50500060633858, 12.2575001465 45.51000057522937))",14
R102C104,"POLYGON ((12.2725001395 45.51000057522937, 12.265000143 45.51000057522937, 12.265000143 45.50500060633858, 12.2725001395 45.50500060633858, 12.2725001395 45.51000057522937))",14
R102C105,"POLYGON ((12.280000136 45.51000057522937, 12.2725001395 45.51000057522937, 12.2725001395 45.50500060633858, 12.280000136 45.50500060633858, 12.280000136 45.51000057522937))",14
R102C106,"POLYGON ((12.2875001325 45.51000057522937, 12.280000136 45.51000057522937, 12.280000136 45.50500060633858, 12.2875001325 45.50500060633858, 12.2875001325 45.51000057522937))",14
R102C107,"POLYGON ((12.295000129 45.51000057522937, 12.2875001325 45.51000057522937, 12.2875001325 45.50500060633858, 12.295000129 45.50500060633858, 12.295000129 45.51000057522937))",14
R102C150,"POLYGON ((12.6174999785 45.51000057522937, 12.609999982 45.51000057522937, 12.609999982 45.50500060633858, 12.6174999785 45.50500060633858, 12.6174999785 45.51000057522937))",2
R102C153,"POLYGON ((12.639999968 45.51000057522937, 12.6324999715 45.51000057522937, 12.6324999715 45.50500060633858, 12.639999968 45.50500060633858, 12.639999968 45.51000057522937))",2
R102C154,"POLYGON ((12.6474999645 45.51000057522937, 12.639999968 45.51000057522937, 12.639999968 45.50500060633858, 12.6474999645 45.50500060633858, 12.6474999645 45.51000057522937))",2
R102C155,"POLYGON ((12.654999961 45.51000057522937, 12.6474999645 45.51000057522937, 12.6474999645 45.50500060633858, 12.654999961 45.50500060633858, 12.654999961 45.51000057522937))",2
R102C156,"POLYGON ((12.6624999575 45.51000057522937, 12.654999961 45.51000057522937, 12.654999961 45.50500060633858, 12.6624999575 45.50500060633858, 12.6624999575 45.51000057522937))",2
R103C2,"POLYGON ((11.5075004965 45.51500054412016, 11.5000005 45.51500054412016, 11.5000005 45.51000057522937, 11.5075004965 45.51000057522937, 11.5075004965 45.51500054412016))",12
R103C10,"POLYGON ((11.5675004685 45.51500054412016, 11.560000472 45.51500054412016, 11.560000472 45.51000057522937, 11.5675004685 45.51000057522937, 11.5675004685 45.51500054412016))",12
R103C13,"POLYGON ((11.590000458 45.51500054412016, 11.5825004615 45.51500054412016, 11.5825004615 45.51000057522937, 11.590000458 45.51000057522937, 11.590000458 45.51500054412016))",12
R103C20,"POLYGON ((11.6425004335 45.51500054412016, 11.635000437 45.51500054412016, 11.635000437 45.51000057522937, 11.6425004335 45.51000057522937, 11.6425004335 45.51500054412016))",12
R103C44,"POLYGON ((11.8225003495 45.51500054412016, 11.815000353 45.51500054412016, 11.815000353 45.51000057522937, 11.8225003495 45.51000057522937, 11.8225003495 45.51500054412016))",16
R103C49,"POLYGON ((11.860000332 45.51500054412016, 11.8525003355 45.51500054412016, 11.8525003355 45.51000057522937, 11.860000332 45.51000057522937, 11.860000332 45.51500054412016))",16
R103C58,"POLYGON ((11.9275003005 45.51500054412016, 11.920000304 45.51500054412016, 11.920000304 45.51000057522937, 11.9275003005 45.51000057522937, 11.9275003005 45.51500054412016))",16
R103C76,"POLYGON ((12.0625002375 45.51500054412016, 12.055000241 45.51500054412016, 12.055000241 45.51000057522937, 12.0625002375 45.51000057522937, 12.0625002375 45.51500054412016))",8
R103C93,"POLYGON ((12.190000178 45.51500054412016, 12.1825001815 45.51500054412016, 12.1825001815 45.51000057522937, 12.190000178 45.51000057522937, 12.190000178 45.51500054412016))",8
R103C96,"POLYGON ((12.2125001675 45.51500054412016, 12.205000171 45.51500054412016, 12.205000171 45.51000057522937, 12.2125001675 45.51000057522937, 12.2125001675 45.51500054412016))",8
R103C97,"POLYGON ((12.220000164 45.51500054412016, 12.2125001675 45.51500054412016, 12.2125001675 45.51000057522937, 12.220000164 45.51000057522937, 12.220000164 45.51500054412016))",8
R103C105,"POLYGON ((12.280000136 45.51500054412016, 12.2725001395 45.51500054412016, 12.2725001395 45.51000057522937, 12.280000136 45.51000057522937, 12.280000136 45.51500054412016))",14
R103C106,"POLYGON ((12.2875001325 45.51500054412016, 12.280000136 45.51500054412016, 12.280000136 45.51000057522937, 12.2875001325 45.51000057522937, 12.2875001325 45.51500054412016))",14
R103C153,"POLYGON ((12.639999968 45.51500054412016, 12.6324999715 45.51500054412016, 12.6324999715 45.51000057522937, 12.639999968 45.51000057522937, 12.639999968 45.51500054412016))",2
R103C156,"POLYGON ((12.6624999575 45.51500054412016, 12.654999961 45.51500054412016, 12.654999961 45.51000057522937, 12.6624999575 45.51000057522937, 12.6624999575 45.51500054412016))",2
R103C157,"POLYGON ((12.669999954 45.51500054412016, 12.6624999575 45.51500054412016, 12.6624999575 45.51000057522937, 12.669999954 45.51000057522937, 12.669999954 45.51500054412016))",2
R103C158,"POLYGON ((12.6774999505 45.51500054412016, 12.669999954 45.51500054412016, 12.669999954 45.51000057522937, 12.6774999505 45.51000057522937, 12.6774999505 45.51500054412016))",2
R104C3,"POLYGON ((11.515000493 45.520000513010956, 11.5075004965 45.520000513010956, 11.5075004965 45.51500054412016, 11.515000493 45.51500054412016, 11.515000493 45.520000513010956))",12
R104C17,"POLYGON ((11.620000444 45.520000513010956, 11.6125004475 45.520000513010956, 11.6125004475 45.51500054412016, 11.620000444 45.51500054412016, 11.620000444 45.520000513010956))",12
R104C18,"POLYGON ((11.6275004405 45.520000513010956, 11.620000444 45.520000513010956, 11.620000444 45.51500054412016, 11.6275004405 45.51500054412016, 11.6275004405 45.520000513010956))",12
R104C19,"POLYGON ((11.635000437 45.520000513010956, 11.6275004405 45.520000513010956, 11.6275004405 45.51500054412016, 11.635000437 45.51500054412016, 11.635000437 45.520000513010956))",12
R104C20,"POLYGON ((11.6425004335 45.520000513010956, 11.635000437 45.520000513010956, 11.635000437 45.51500054412016, 11.6425004335 45.51500054412016, 11.6425004335 45.520000513010956))",12
R104C23,"POLYGON ((11.665000423 45.520000513010956, 11.6575004265 45.520000513010956, 11.6575004265 45.51500054412016, 11.665000423 45.51500054412016, 11.665000423 45.520000513010956))",12
R104C30,"POLYGON ((11.7175003985 45.520000513010956, 11.710000402 45.520000513010956, 11.710000402 45.51500054412016, 11.7175003985 45.51500054412016, 11.7175003985 45.520000513010956))",12
R104C42,"POLYGON ((11.8075003565 45.520000513010956, 11.80000036 45.520000513010956, 11.80000036 45.51500054412016, 11.8075003565 45.51500054412016, 11.8075003565 45.520000513010956))",16
R104C53,"POLYGON ((11.890000318 45.520000513010956, 11.8825003215 45.520000513010956, 11.8825003215 45.51500054412016, 11.890000318 45.51500054412016, 11.890000318 45.520000513010956))",16
R104C59,"POLYGON ((11.935000297 45.520000513010956, 11.9275003005 45.520000513010956, 11.9275003005 45.51500054412016, 11.935000297 45.51500054412016, 11.935000297 45.520000513010956))",16
R104C92,"POLYGON ((12.1825001815 45.520000513010956, 12.175000185 45.520000513010956, 12.175000185 45.51500054412016, 12.1825001815 45.51500054412016, 12.1825001815 45.520000513010956))",8
R104C93,"POLYGON ((12.190000178 45.520000513010956, 12.1825001815 45.520000513010956, 12.1825001815 45.51500054412016, 12.190000178 45.51500054412016, 12.190000178 45.520000513010956))",8
R104C96,"POLYGON ((12.2125001675 45.520000513010956, 12.205000171 45.520000513010956, 12.205000171 45.51500054412016, 12.2125001675 45.51500054412016, 12.2125001675 45.520000513010956))",8
R104C99,"POLYGON ((12.235000157 45.520000513010956, 12.2275001605 45.520000513010956, 12.2275001605 45.51500054412016, 12.235000157 45.51500054412016, 12.235000157 45.520000513010956))",8
R104C100,"POLYGON ((12.2425001535 45.520000513010956, 12.235000157 45.520000513010956, 12.235000157 45.51500054412016, 12.2425001535 45.51500054412016, 12.2425001535 45.520000513010956))",8
R104C106,"POLYGON ((12.2875001325 45.520000513010956, 12.280000136 45.520000513010956, 12.280000136 45.51500054412016, 12.2875001325 45.51500054412016, 12.2875001325 45.520000513010956))",14
R104C153,"POLYGON ((12.639999968 45.520000513010956, 12.6324999715 45.520000513010956, 12.6324999715 45.51500054412016, 12.639999968 45.51500054412016, 12.639999968 45.520000513010956))",2
R104C154,"POLYGON ((12.6474999645 45.520000513010956, 12.639999968 45.520000513010956, 12.639999968 45.51500054412016, 12.6474999645 45.51500054412016, 12.6474999645 45.520000513010956))",2
R104C156,"POLYGON ((12.6624999575 45.520000513010956, 12.654999961 45.520000513010956, 12.654999961 45.51500054412016, 12.6624999575 45.51500054412016, 12.6624999575 45.520000513010956))",2
R104C157,"POLYGON ((12.669999954 45.520000513010956, 12.6624999575 45.520000513010956, 12.6624999575 45.51500054412016, 12.669999954 45.51500054412016, 12.669999954 45.520000513010956))",2
R104C158,"POLYGON ((12.6774999505 45.520000513010956, 12.669999954 45.520000513010956, 12.669999954 45.51500054412016, 12.6774999505 45.51500054412016, 12.6774999505 45.520000513010956))",2
R104C159,"POLYGON ((12.684999947 45.520000513010956, 12.6774999505 45.520000513010956, 12.6774999505 45.51500054412016, 12.684999947 45.51500054412016, 12.684999947 45.520000513010956))",2
R104C160,"POLYGON ((12.6924999435 45.520000513010956, 12.684999947 45.520000513010956, 12.684999947 45.51500054412016, 12.6924999435 45.51500054412016, 12.6924999435 45.520000513010956))",2
R105C16,"POLYGON ((11.6125004475 45.52500048190175, 11.605000451 45.52500048190175, 11.605000451 45.520000513010956, 11.6125004475 45.520000513010956, 11.6125004475 45.52500048190175))",12
R105C17,"POLYGON ((11.620000444 45.52500048190175, 11.6125004475 45.52500048190175, 11.6125004475 45.520000513010956, 11.620000444 45.520000513010956, 11.620000444 45.52500048190175))",12
R105C20,"POLYGON ((11.6425004335 45.52500048190175, 11.635000437 45.52500048190175, 11.635000437 45.520000513010956, 11.6425004335 45.520000513010956, 11.6425004335 45.52500048190175))",12
R105C23,"POLYGON ((11.665000423 45.52500048190175, 11.6575004265 45.52500048190175, 11.6575004265 45.520000513010956, 11.665000423 45.520000513010956, 11.665000423 45.52500048190175))",12
R105C27,"POLYGON ((11.695000409 45.52500048190175, 11.6875004125 45.52500048190175, 11.6875004125 45.520000513010956, 11.695000409 45.520000513010956, 11.695000409 45.52500048190175))",12
R105C30,"POLYGON ((11.7175003985 45.52500048190175, 11.710000402 45.52500048190175, 11.710000402 45.520000513010956, 11.7175003985 45.520000513010956, 11.7175003985 45.52500048190175))",12
R105C41,"POLYGON ((11.80000036 45.52500048190175, 11.7925003635 45.52500048190175, 11.7925003635 45.520000513010956, 11.80000036 45.520000513010956, 11.80000036 45.52500048190175))",16
R105C46,"POLYGON ((11.8375003425 45.52500048190175, 11.830000346 45.52500048190175, 11.830000346 45.520000513010956, 11.8375003425 45.520000513010956, 11.8375003425 45.52500048190175))",16
R105C57,"POLYGON ((11.920000304 45.52500048190175, 11.9125003075 45.52500048190175, 11.9125003075 45.520000513010956, 11.920000304 45.520000513010956, 11.920000304 45.52500048190175))",16
R105C70,"POLYGON ((12.0175002585 45.52500048190175, 12.010000262 45.52500048190175, 12.010000262 45.520000513010956, 12.0175002585 45.520000513010956, 12.0175002585 45.52500048190175))",8
R105C81,"POLYGON ((12.10000022 45.52500048190175, 12.0925002235 45.52500048190175, 12.0925002235 45.520000513010956, 12.10000022 45.520000513010956, 12.10000022 45.52500048190175))",8
R105C82,"POLYGON ((12.1075002165 45.52500048190175, 12.10000022 45.52500048190175, 12.10000022 45.520000513010956, 12.1075002165 45.520000513010956, 12.1075002165 45.52500048190175))",8
R105C89,"POLYGON ((12.160000192 45.52500048190175, 12.1525001955 45.52500048190175, 12.1525001955 45.520000513010956, 12.160000192 45.520000513010956, 12.160000192 45.52500048190175))",8
R105C106,"POLYGON ((12.2875001325 45.52500048190175, 12.280000136 45.52500048190175, 12.280000136 45.520000513010956, 12.2875001325 45.520000513010956, 12.2875001325 45.52500048190175))",14
R105C107,"POLYGON ((12.295000129 45.52500048190175, 12.2875001325 45.52500048190175, 12.2875001325 45.520000513010956, 12.295000129 45.520000513010956, 12.295000129 45.52500048190175))",14
R105C153,"POLYGON ((12.639999968 45.52500048190175, 12.6324999715 45.52500048190175, 12.6324999715 45.520000513010956, 12.639999968 45.520000513010956, 12.639999968 45.52500048190175))",2
R105C154,"POLYGON ((12.6474999645 45.52500048190175, 12.639999968 45.52500048190175, 12.639999968 45.520000513010956, 12.6474999645 45.520000513010956, 12.6474999645 45.52500048190175))",2
R105C159,"POLYGON ((12.684999947 45.52500048190175, 12.6774999505 45.52500048190175, 12.6774999505 45.520000513010956, 12.684999947 45.520000513010956, 12.684999947 45.52500048190175))",2
R105C160,"POLYGON ((12.6924999435 45.52500048190175, 12.684999947 45.52500048190175, 12.684999947 45.520000513010956, 12.6924999435 45.520000513010956, 12.6924999435 45.52500048190175))",2
R105C161,"POLYGON ((12.69999994 45.52500048190175, 12.6924999435 45.52500048190175, 12.6924999435 45.520000513010956, 12.69999994 45.520000513010956, 12.69999994 45.52500048190175))",2
R105C162,"POLYGON ((12.7074999365 45.52500048190175, 12.69999994 45.52500048190175, 12.69999994 45.520000513010956, 12.7074999365 45.520000513010956, 12.7074999365 45.52500048190175))",2
R106C5,"POLYGON ((11.530000486 45.53000045079254, 11.5225004895 45.53000045079254, 11.5225004895 45.52500048190175, 11.530000486 45.52500048190175, 11.530000486 45.53000045079254))",12
R106C6,"POLYGON ((11.5375004825 45.53000045079254, 11.530000486 45.53000045079254, 11.530000486 45.52500048190175, 11.5375004825 45.52500048190175, 11.5375004825 45.53000045079254))",12
R106C7,"POLYGON ((11.545000479 45.53000045079254, 11.5375004825 45.53000045079254, 11.5375004825 45.52500048190175, 11.545000479 45.52500048190175, 11.545000479 45.53000045079254))",12
R106C8,"POLYGON ((11.5525004755 45.53000045079254, 11.545000479 45.53000045079254, 11.545000479 45.52500048190175, 11.5525004755 45.52500048190175, 11.5525004755 45.53000045079254))",12
R106C9,"POLYGON ((11.560000472 45.53000045079254, 11.5525004755 45.53000045079254, 11.5525004755 45.52500048190175, 11.560000472 45.52500048190175, 11.560000472 45.53000045079254))",12
R106C10,"POLYGON ((11.5675004685 45.53000045079254, 11.560000472 45.53000045079254, 11.560000472 45.52500048190175, 11.5675004685 45.52500048190175, 11.5675004685 45.53000045079254))",12
R106C13,"POLYGON ((11.590000458 45.53000045079254, 11.5825004615 45.53000045079254, 11.5825004615 45.52500048190175, 11.590000458 45.52500048190175, 11.590000458 45.53000045079254))",12
R106C14,"POLYGON ((11.5975004545 45.53000045079254, 11.590000458 45.53000045079254, 11.590000458 45.52500048190175, 11.5975004545 45.52500048190175, 11.5975004545 45.53000045079254))",12
R106C15,"POLYGON ((11.605000451 45.53000045079254, 11.5975004545 45.53000045079254, 11.5975004545 45.52500048190175, 11.605000451 45.52500048190175, 11.605000451 45.53000045079254))",12
R106C18,"POLYGON ((11.6275004405 45.53000045079254, 11.620000444 45.53000045079254, 11.620000444 45.52500048190175, 11.6275004405 45.52500048190175, 11.6275004405 45.53000045079254))",12
R106C19,"POLYGON ((11.635000437 45.53000045079254, 11.6275004405 45.53000045079254, 11.6275004405 45.52500048190175, 11.635000437 45.52500048190175, 11.635000437 45.53000045079254))",12
R106C88,"POLYGON ((12.1525001955 45.53000045079254, 12.145000199 45.53000045079254, 12.145000199 45.52500048190175, 12.1525001955 45.52500048190175, 12.1525001955 45.53000045079254))",8
R106C89,"POLYGON ((12.160000192 45.53000045079254, 12.1525001955 45.53000045079254, 12.1525001955 45.52500048190175, 12.160000192 45.52500048190175, 12.160000192 45.53000045079254))",8
R106C94,"POLYGON ((12.1975001745 45.53000045079254, 12.190000178 45.53000045079254, 12.190000178 45.52500048190175, 12.1975001745 45.52500048190175, 12.1975001745 45.53000045079254))",8
R106C100,"POLYGON ((12.2425001535 45.53000045079254, 12.235000157 45.53000045079254, 12.235000157 45.52500048190175, 12.2425001535 45.52500048190175, 12.2425001535 45.53000045079254))",8
R106C153,"POLYGON ((12.639999968 45.53000045079254, 12.6324999715 45.53000045079254, 12.6324999715 45.52500048190175, 12.639999968 45.52500048190175, 12.639999968 45.53000045079254))",2
R106C154,"POLYGON ((12.6474999645 45.53000045079254, 12.639999968 45.53000045079254, 12.639999968 45.52500048190175, 12.6474999645 45.52500048190175, 12.6474999645 45.53000045079254))",2
R106C162,"POLYGON ((12.7074999365 45.53000045079254, 12.69999994 45.53000045079254, 12.69999994 45.52500048190175, 12.7074999365 45.52500048190175, 12.7074999365 45.53000045079254))",2
R106C163,"POLYGON ((12.714999933 45.53000045079254, 12.7074999365 45.53000045079254, 12.7074999365 45.52500048190175, 12.714999933 45.52500048190175, 12.714999933 45.53000045079254))",2
R106C164,"POLYGON ((12.7224999295 45.53000045079254, 12.714999933 45.53000045079254, 12.714999933 45.52500048190175, 12.7224999295 45.52500048190175, 12.7224999295 45.53000045079254))",2
R107C4,"POLYGON ((11.5225004895 45.535000419683335, 11.515000493 45.535000419683335, 11.515000493 45.53000045079254, 11.5225004895 45.53000045079254, 11.5225004895 45.535000419683335))",12
R107C5,"POLYGON ((11.530000486 45.535000419683335, 11.5225004895 45.535000419683335, 11.5225004895 45.53000045079254, 11.530000486 45.53000045079254, 11.530000486 45.535000419683335))",12
R107C6,"POLYGON ((11.5375004825 45.535000419683335, 11.530000486 45.535000419683335, 11.530000486 45.53000045079254, 11.5375004825 45.53000045079254, 11.5375004825 45.535000419683335))",12
R107C7,"POLYGON ((11.545000479 45.535000419683335, 11.5375004825 45.535000419683335, 11.5375004825 45.53000045079254, 11.545000479 45.53000045079254, 11.545000479 45.535000419683335))",12
R107C8,"POLYGON ((11.5525004755 45.535000419683335, 11.545000479 45.535000419683335, 11.545000479 45.53000045079254, 11.5525004755 45.53000045079254, 11.5525004755 45.535000419683335))",12
R107C9,"POLYGON ((11.560000472 45.535000419683335, 11.5525004755 45.535000419683335, 11.5525004755 45.53000045079254, 11.560000472 45.53000045079254, 11.560000472 45.535000419683335))",12
R107C10,"POLYGON ((11.5675004685 45.535000419683335, 11.560000472 45.535000419683335, 11.560000472 45.53000045079254, 11.5675004685 45.53000045079254, 11.5675004685 45.535000419683335))",12
R107C15,"POLYGON ((11.605000451 45.535000419683335, 11.5975004545 45.535000419683335, 11.5975004545 45.53000045079254, 11.605000451 45.53000045079254, 11.605000451 45.535000419683335))",12
R107C64,"POLYGON ((11.9725002795 45.535000419683335, 11.965000283 45.535000419683335, 11.965000283 45.53000045079254, 11.9725002795 45.53000045079254, 11.9725002795 45.535000419683335))",16
R107C67,"POLYGON ((11.995000269 45.535000419683335, 11.9875002725 45.535000419683335, 11.9875002725 45.53000045079254, 11.995000269 45.53000045079254, 11.995000269 45.535000419683335))",8
R107C75,"POLYGON ((12.055000241 45.535000419683335, 12.0475002445 45.535000419683335, 12.0475002445 45.53000045079254, 12.055000241 45.53000045079254, 12.055000241 45.535000419683335))",8
R107C90,"POLYGON ((12.1675001885 45.535000419683335, 12.160000192 45.535000419683335, 12.160000192 45.53000045079254, 12.1675001885 45.53000045079254, 12.1675001885 45.535000419683335))",8
R107C99,"POLYGON ((12.235000157 45.535000419683335, 12.2275001605 45.535000419683335, 12.2275001605 45.53000045079254, 12.235000157 45.53000045079254, 12.235000157 45.535000419683335))",8
R107C153,"POLYGON ((12.639999968 45.535000419683335, 12.6324999715 45.535000419683335, 12.6324999715 45.53000045079254, 12.639999968 45.53000045079254, 12.639999968 45.535000419683335))",2
R107C154,"POLYGON ((12.6474999645 45.535000419683335, 12.639999968 45.535000419683335, 12.639999968 45.53000045079254, 12.6474999645 45.53000045079254, 12.6474999645 45.535000419683335))",2
R107C155,"POLYGON ((12.654999961 45.535000419683335, 12.6474999645 45.535000419683335, 12.6474999645 45.53000045079254, 12.654999961 45.53000045079254, 12.654999961 45.535000419683335))",2
R107C164,"POLYGON ((12.7224999295 45.535000419683335, 12.714999933 45.535000419683335, 12.714999933 45.53000045079254, 12.7224999295 45.53000045079254, 12.7224999295 45.535000419683335))",2
R107C165,"POLYGON ((12.729999926 45.535000419683335, 12.7224999295 45.535000419683335, 12.7224999295 45.53000045079254, 12.729999926 45.53000045079254, 12.729999926 45.535000419683335))",2
R108C3,"POLYGON ((11.515000493 45.54000038857413, 11.5075004965 45.54000038857413, 11.5075004965 45.535000419683335, 11.515000493 45.535000419683335, 11.515000493 45.54000038857413))",12
R108C4,"POLYGON ((11.5225004895 45.54000038857413, 11.515000493 45.54000038857413, 11.515000493 45.535000419683335, 11.5225004895 45.535000419683335, 11.5225004895 45.54000038857413))",12
R108C7,"POLYGON ((11.545000479 45.54000038857413, 11.5375004825 45.54000038857413, 11.5375004825 45.535000419683335, 11.545000479 45.535000419683335, 11.545000479 45.54000038857413))",12
R108C8,"POLYGON ((11.5525004755 45.54000038857413, 11.545000479 45.54000038857413, 11.545000479 45.535000419683335, 11.5525004755 45.535000419683335, 11.5525004755 45.54000038857413))",12
R108C13,"POLYGON ((11.590000458 45.54000038857413, 11.5825004615 45.54000038857413, 11.5825004615 45.535000419683335, 11.590000458 45.535000419683335, 11.590000458 45.54000038857413))",12
