,geometry,cluster
R73C3,"POLYGON ((11.515000493 45.36500147739637, 11.5075004965 45.36500147739637, 11.5075004965 45.360001508505576, 11.515000493 45.360001508505576, 11.515000493 45.36500147739637))",13
R73C20,"POLYGON ((11.6425004335 45.36500147739637, 11.635000437 45.36500147739637, 11.635000437 45.360001508505576, 11.6425004335 45.360001508505576, 11.6425004335 45.36500147739637))",1
R73C22,"POLYGON ((11.6575004265 45.36500147739637, 11.65000043 45.36500147739637, 11.65000043 45.360001508505576, 11.6575004265 45.360001508505576, 11.6575004265 45.36500147739637))",1
R73C23,"POLYGON ((11.665000423 45.36500147739637, 11.6575004265 45.36500147739637, 11.6575004265 45.360001508505576, 11.665000423 45.360001508505576, 11.665000423 45.36500147739637))",1
R73C24,"POLYGON ((11.6725004195 45.36500147739637, 11.665000423 45.36500147739637, 11.665000423 45.360001508505576, 11.6725004195 45.360001508505576, 11.6725004195 45.36500147739637))",1
R73C25,"POLYGON ((11.680000416 45.36500147739637, 11.6725004195 45.36500147739637, 11.6725004195 45.360001508505576, 11.680000416 45.360001508505576, 11.680000416 45.36500147739637))",1
R73C26,"POLYGON ((11.6875004125 45.36500147739637, 11.680000416 45.36500147739637, 11.680000416 45.360001508505576, 11.6875004125 45.360001508505576, 11.6875004125 45.36500147739637))",1
R73C27,"POLYGON ((11.695000409 45.36500147739637, 11.6875004125 45.36500147739637, 11.6875004125 45.360001508505576, 11.695000409 45.360001508505576, 11.695000409 45.36500147739637))",1
R73C29,"POLYGON ((11.710000402 45.36500147739637, 11.7025004055 45.36500147739637, 11.7025004055 45.360001508505576, 11.710000402 45.360001508505576, 11.710000402 45.36500147739637))",1
R73C33,"POLYGON ((11.740000388 45.36500147739637, 11.7325003915 45.36500147739637, 11.7325003915 45.360001508505576, 11.740000388 45.360001508505576, 11.740000388 45.36500147739637))",1
R73C34,"POLYGON ((11.7475003845 45.36500147739637, 11.740000388 45.36500147739637, 11.740000388 45.360001508505576, 11.7475003845 45.360001508505576, 11.7475003845 45.36500147739637))",1
R73C35,"POLYGON ((11.755000381 45.36500147739637, 11.7475003845 45.36500147739637, 11.7475003845 45.360001508505576, 11.755000381 45.360001508505576, 11.755000381 45.36500147739637))",1
R73C37,"POLYGON ((11.770000374 45.36500147739637, 11.7625003775 45.36500147739637, 11.7625003775 45.360001508505576, 11.770000374 45.360001508505576, 11.770000374 45.36500147739637))",1
R73C38,"POLYGON ((11.7775003705 45.36500147739637, 11.770000374 45.36500147739637, 11.770000374 45.360001508505576, 11.7775003705 45.360001508505576, 11.7775003705 45.36500147739637))",1
R73C39,"POLYGON ((11.785000367 45.36500147739637, 11.7775003705 45.36500147739637, 11.7775003705 45.360001508505576, 11.785000367 45.360001508505576, 11.785000367 45.36500147739637))",1
R73C40,"POLYGON ((11.7925003635 45.36500147739637, 11.785000367 45.36500147739637, 11.785000367 45.360001508505576, 11.7925003635 45.360001508505576, 11.7925003635 45.36500147739637))",1
R73C48,"POLYGON ((11.8525003355 45.36500147739637, 11.845000339 45.36500147739637, 11.845000339 45.360001508505576, 11.8525003355 45.360001508505576, 11.8525003355 45.36500147739637))",16
R73C59,"POLYGON ((11.935000297 45.36500147739637, 11.9275003005 45.36500147739637, 11.9275003005 45.360001508505576, 11.935000297 45.360001508505576, 11.935000297 45.36500147739637))",16
R73C60,"POLYGON ((11.9425002935 45.36500147739637, 11.935000297 45.36500147739637, 11.935000297 45.360001508505576, 11.9425002935 45.360001508505576, 11.9425002935 45.36500147739637))",16
R73C81,"POLYGON ((12.10000022 45.36500147739637, 12.0925002235 45.36500147739637, 12.0925002235 45.360001508505576, 12.10000022 45.360001508505576, 12.10000022 45.36500147739637))",8
R74C20,"POLYGON ((11.6425004335 45.37000144628716, 11.635000437 45.37000144628716, 11.635000437 45.36500147739637, 11.6425004335 45.36500147739637, 11.6425004335 45.37000144628716))",1
R74C22,"POLYGON ((11.6575004265 45.37000144628716, 11.65000043 45.37000144628716, 11.65000043 45.36500147739637, 11.6575004265 45.36500147739637, 11.6575004265 45.37000144628716))",1
R74C23,"POLYGON ((11.665000423 45.37000144628716, 11.6575004265 45.37000144628716, 11.6575004265 45.36500147739637, 11.665000423 45.36500147739637, 11.665000423 45.37000144628716))",1
R74C24,"POLYGON ((11.6725004195 45.37000144628716, 11.665000423 45.37000144628716, 11.665000423 45.36500147739637, 11.6725004195 45.36500147739637, 11.6725004195 45.37000144628716))",1
R74C25,"POLYGON ((11.680000416 45.37000144628716, 11.6725004195 45.37000144628716, 11.6725004195 45.36500147739637, 11.680000416 45.36500147739637, 11.680000416 45.37000144628716))",1
R74C29,"POLYGON ((11.710000402 45.37000144628716, 11.7025004055 45.37000144628716, 11.7025004055 45.36500147739637, 11.710000402 45.36500147739637, 11.710000402 45.37000144628716))",1
R74C30,"POLYGON ((11.7175003985 45.37000144628716, 11.710000402 45.37000144628716, 11.710000402 45.36500147739637, 11.7175003985 45.36500147739637, 11.7175003985 45.37000144628716))",1
R74C31,"POLYGON ((11.725000395 45.37000144628716, 11.7175003985 45.37000144628716, 11.7175003985 45.36500147739637, 11.725000395 45.36500147739637, 11.725000395 45.37000144628716))",1
R74C33,"POLYGON ((11.740000388 45.37000144628716, 11.7325003915 45.37000144628716, 11.7325003915 45.36500147739637, 11.740000388 45.36500147739637, 11.740000388 45.37000144628716))",1
R74C34,"POLYGON ((11.7475003845 45.37000144628716, 11.740000388 45.37000144628716, 11.740000388 45.36500147739637, 11.7475003845 45.36500147739637, 11.7475003845 45.37000144628716))",1
R74C35,"POLYGON ((11.755000381 45.37000144628716, 11.7475003845 45.37000144628716, 11.7475003845 45.36500147739637, 11.755000381 45.36500147739637, 11.755000381 45.37000144628716))",1
R74C36,"POLYGON ((11.7625003775 45.37000144628716, 11.755000381 45.37000144628716, 11.755000381 45.36500147739637, 11.7625003775 45.36500147739637, 11.7625003775 45.37000144628716))",1
R74C37,"POLYGON ((11.770000374 45.37000144628716, 11.7625003775 45.37000144628716, 11.7625003775 45.36500147739637, 11.770000374 45.36500147739637, 11.770000374 45.37000144628716))",1
R74C40,"POLYGON ((11.7925003635 45.37000144628716, 11.785000367 45.37000144628716, 11.785000367 45.36500147739637, 11.7925003635 45.36500147739637, 11.7925003635 45.37000144628716))",1
R74C41,"POLYGON ((11.80000036 45.37000144628716, 11.7925003635 45.37000144628716, 11.7925003635 45.36500147739637, 11.80000036 45.36500147739637, 11.80000036 45.37000144628716))",16
R74C45,"POLYGON ((11.830000346 45.37000144628716, 11.8225003495 45.37000144628716, 11.8225003495 45.36500147739637, 11.830000346 45.36500147739637, 11.830000346 45.37000144628716))",16
R74C46,"POLYGON ((11.8375003425 45.37000144628716, 11.830000346 45.37000144628716, 11.830000346 45.36500147739637, 11.8375003425 45.36500147739637, 11.8375003425 45.37000144628716))",16
R74C51,"POLYGON ((11.875000325 45.37000144628716, 11.8675003285 45.37000144628716, 11.8675003285 45.36500147739637, 11.875000325 45.36500147739637, 11.875000325 45.37000144628716))",16
R74C58,"POLYGON ((11.9275003005 45.37000144628716, 11.920000304 45.37000144628716, 11.920000304 45.36500147739637, 11.9275003005 45.36500147739637, 11.9275003005 45.37000144628716))",16
R74C59,"POLYGON ((11.935000297 45.37000144628716, 11.9275003005 45.37000144628716, 11.9275003005 45.36500147739637, 11.935000297 45.36500147739637, 11.935000297 45.37000144628716))",16
R74C60,"POLYGON ((11.9425002935 45.37000144628716, 11.935000297 45.37000144628716, 11.935000297 45.36500147739637, 11.9425002935 45.36500147739637, 11.9425002935 45.37000144628716))",16
R74C81,"POLYGON ((12.10000022 45.37000144628716, 12.0925002235 45.37000144628716, 12.0925002235 45.36500147739637, 12.10000022 45.36500147739637, 12.10000022 45.37000144628716))",8
R74C82,"POLYGON ((12.1075002165 45.37000144628716, 12.10000022 45.37000144628716, 12.10000022 45.36500147739637, 12.1075002165 45.36500147739637, 12.1075002165 45.37000144628716))",8
R74C113,"POLYGON ((12.340000108 45.37000144628716, 12.3325001115 45.37000144628716, 12.3325001115 45.36500147739637, 12.340000108 45.36500147739637, 12.340000108 45.37000144628716))",14
R75C24,"POLYGON ((11.6725004195 45.375001415177955, 11.665000423 45.375001415177955, 11.665000423 45.37000144628716, 11.6725004195 45.37000144628716, 11.6725004195 45.375001415177955))",1
R75C25,"POLYGON ((11.680000416 45.375001415177955, 11.6725004195 45.375001415177955, 11.6725004195 45.37000144628716, 11.680000416 45.37000144628716, 11.680000416 45.375001415177955))",1
R75C30,"POLYGON ((11.7175003985 45.375001415177955, 11.710000402 45.375001415177955, 11.710000402 45.37000144628716, 11.7175003985 45.37000144628716, 11.7175003985 45.375001415177955))",1
R75C31,"POLYGON ((11.725000395 45.375001415177955, 11.7175003985 45.375001415177955, 11.7175003985 45.37000144628716, 11.725000395 45.37000144628716, 11.725000395 45.375001415177955))",1
R75C33,"POLYGON ((11.740000388 45.375001415177955, 11.7325003915 45.375001415177955, 11.7325003915 45.37000144628716, 11.740000388 45.37000144628716, 11.740000388 45.375001415177955))",1
R75C34,"POLYGON ((11.7475003845 45.375001415177955, 11.740000388 45.375001415177955, 11.740000388 45.37000144628716, 11.7475003845 45.37000144628716, 11.7475003845 45.375001415177955))",1
R75C35,"POLYGON ((11.755000381 45.375001415177955, 11.7475003845 45.375001415177955, 11.7475003845 45.37000144628716, 11.755000381 45.37000144628716, 11.755000381 45.375001415177955))",1
R75C44,"POLYGON ((11.8225003495 45.375001415177955, 11.815000353 45.375001415177955, 11.815000353 45.37000144628716, 11.8225003495 45.37000144628716, 11.8225003495 45.375001415177955))",16
R75C45,"POLYGON ((11.830000346 45.375001415177955, 11.8225003495 45.375001415177955, 11.8225003495 45.37000144628716, 11.830000346 45.37000144628716, 11.830000346 45.375001415177955))",16
R75C46,"POLYGON ((11.8375003425 45.375001415177955, 11.830000346 45.375001415177955, 11.830000346 45.37000144628716, 11.8375003425 45.37000144628716, 11.8375003425 45.375001415177955))",16
R75C47,"POLYGON ((11.845000339 45.375001415177955, 11.8375003425 45.375001415177955, 11.8375003425 45.37000144628716, 11.845000339 45.37000144628716, 11.845000339 45.375001415177955))",16
R75C57,"POLYGON ((11.920000304 45.375001415177955, 11.9125003075 45.375001415177955, 11.9125003075 45.37000144628716, 11.920000304 45.37000144628716, 11.920000304 45.375001415177955))",16
R75C58,"POLYGON ((11.9275003005 45.375001415177955, 11.920000304 45.375001415177955, 11.920000304 45.37000144628716, 11.9275003005 45.37000144628716, 11.9275003005 45.375001415177955))",16
R75C59,"POLYGON ((11.935000297 45.375001415177955, 11.9275003005 45.375001415177955, 11.9275003005 45.37000144628716, 11.935000297 45.37000144628716, 11.935000297 45.375001415177955))",16
R75C66,"POLYGON ((11.9875002725 45.375001415177955, 11.980000276 45.375001415177955, 11.980000276 45.37000144628716, 11.9875002725 45.37000144628716, 11.9875002725 45.375001415177955))",16
R75C113,"POLYGON ((12.340000108 45.375001415177955, 12.3325001115 45.375001415177955, 12.3325001115 45.37000144628716, 12.340000108 45.37000144628716, 12.340000108 45.375001415177955))",14
R76C23,"POLYGON ((11.665000423 45.38000138406875, 11.6575004265 45.38000138406875, 11.6575004265 45.375001415177955, 11.665000423 45.375001415177955, 11.665000423 45.38000138406875))",1
R76C24,"POLYGON ((11.6725004195 45.38000138406875, 11.665000423 45.38000138406875, 11.665000423 45.375001415177955, 11.6725004195 45.375001415177955, 11.6725004195 45.38000138406875))",1
R76C25,"POLYGON ((11.680000416 45.38000138406875, 11.6725004195 45.38000138406875, 11.6725004195 45.375001415177955, 11.680000416 45.375001415177955, 11.680000416 45.38000138406875))",1
R76C28,"POLYGON ((11.7025004055 45.38000138406875, 11.695000409 45.38000138406875, 11.695000409 45.375001415177955, 11.7025004055 45.375001415177955, 11.7025004055 45.38000138406875))",1
R76C29,"POLYGON ((11.710000402 45.38000138406875, 11.7025004055 45.38000138406875, 11.7025004055 45.375001415177955, 11.710000402 45.375001415177955, 11.710000402 45.38000138406875))",1
R76C30,"POLYGON ((11.7175003985 45.38000138406875, 11.710000402 45.38000138406875, 11.710000402 45.375001415177955, 11.7175003985 45.375001415177955, 11.7175003985 45.38000138406875))",1
R76C36,"POLYGON ((11.7625003775 45.38000138406875, 11.755000381 45.38000138406875, 11.755000381 45.375001415177955, 11.7625003775 45.375001415177955, 11.7625003775 45.38000138406875))",1
R76C37,"POLYGON ((11.770000374 45.38000138406875, 11.7625003775 45.38000138406875, 11.7625003775 45.375001415177955, 11.770000374 45.375001415177955, 11.770000374 45.38000138406875))",1
R76C44,"POLYGON ((11.8225003495 45.38000138406875, 11.815000353 45.38000138406875, 11.815000353 45.375001415177955, 11.8225003495 45.375001415177955, 11.8225003495 45.38000138406875))",16
R76C49,"POLYGON ((11.860000332 45.38000138406875, 11.8525003355 45.38000138406875, 11.8525003355 45.375001415177955, 11.860000332 45.375001415177955, 11.860000332 45.38000138406875))",16
R76C50,"POLYGON ((11.8675003285 45.38000138406875, 11.860000332 45.38000138406875, 11.860000332 45.375001415177955, 11.8675003285 45.375001415177955, 11.8675003285 45.38000138406875))",16
R76C51,"POLYGON ((11.875000325 45.38000138406875, 11.8675003285 45.38000138406875, 11.8675003285 45.375001415177955, 11.875000325 45.375001415177955, 11.875000325 45.38000138406875))",16
R76C52,"POLYGON ((11.8825003215 45.38000138406875, 11.875000325 45.38000138406875, 11.875000325 45.375001415177955, 11.8825003215 45.375001415177955, 11.8825003215 45.38000138406875))",16
R76C53,"POLYGON ((11.890000318 45.38000138406875, 11.8825003215 45.38000138406875, 11.8825003215 45.375001415177955, 11.890000318 45.375001415177955, 11.890000318 45.38000138406875))",16
R76C55,"POLYGON ((11.905000311 45.38000138406875, 11.8975003145 45.38000138406875, 11.8975003145 45.375001415177955, 11.905000311 45.375001415177955, 11.905000311 45.38000138406875))",16
R76C58,"POLYGON ((11.9275003005 45.38000138406875, 11.920000304 45.38000138406875, 11.920000304 45.375001415177955, 11.9275003005 45.375001415177955, 11.9275003005 45.38000138406875))",16
R76C60,"POLYGON ((11.9425002935 45.38000138406875, 11.935000297 45.38000138406875, 11.935000297 45.375001415177955, 11.9425002935 45.375001415177955, 11.9425002935 45.38000138406875))",16
R76C114,"POLYGON ((12.3475001045 45.38000138406875, 12.340000108 45.38000138406875, 12.340000108 45.375001415177955, 12.3475001045 45.375001415177955, 12.3475001045 45.38000138406875))",14
R77C3,"POLYGON ((11.515000493 45.38500135295954, 11.5075004965 45.38500135295954, 11.5075004965 45.38000138406875, 11.515000493 45.38000138406875, 11.515000493 45.38500135295954))",12
R77C22,"POLYGON ((11.6575004265 45.38500135295954, 11.65000043 45.38500135295954, 11.65000043 45.38000138406875, 11.6575004265 45.38000138406875, 11.6575004265 45.38500135295954))",1
R77C29,"POLYGON ((11.710000402 45.38500135295954, 11.7025004055 45.38500135295954, 11.7025004055 45.38000138406875, 11.710000402 45.38000138406875, 11.710000402 45.38500135295954))",1
R77C48,"POLYGON ((11.8525003355 45.38500135295954, 11.845000339 45.38500135295954, 11.845000339 45.38000138406875, 11.8525003355 45.38000138406875, 11.8525003355 45.38500135295954))",16
R77C51,"POLYGON ((11.875000325 45.38500135295954, 11.8675003285 45.38500135295954, 11.8675003285 45.38000138406875, 11.875000325 45.38000138406875, 11.875000325 45.38500135295954))",16
R77C52,"POLYGON ((11.8825003215 45.38500135295954, 11.875000325 45.38500135295954, 11.875000325 45.38000138406875, 11.8825003215 45.38000138406875, 11.8825003215 45.38500135295954))",16
R77C53,"POLYGON ((11.890000318 45.38500135295954, 11.8825003215 45.38500135295954, 11.8825003215 45.38000138406875, 11.890000318 45.38000138406875, 11.890000318 45.38500135295954))",16
R77C55,"POLYGON ((11.905000311 45.38500135295954, 11.8975003145 45.38500135295954, 11.8975003145 45.38000138406875, 11.905000311 45.38000138406875, 11.905000311 45.38500135295954))",16
R77C64,"POLYGON ((11.9725002795 45.38500135295954, 11.965000283 45.38500135295954, 11.965000283 45.38000138406875, 11.9725002795 45.38000138406875, 11.9725002795 45.38500135295954))",16
R77C65,"POLYGON ((11.980000276 45.38500135295954, 11.9725002795 45.38500135295954, 11.9725002795 45.38000138406875, 11.980000276 45.38000138406875, 11.980000276 45.38500135295954))",16
R77C69,"POLYGON ((12.010000262 45.38500135295954, 12.0025002655 45.38500135295954, 12.0025002655 45.38000138406875, 12.010000262 45.38000138406875, 12.010000262 45.38500135295954))",16
R77C74,"POLYGON ((12.0475002445 45.38500135295954, 12.040000248 45.38500135295954, 12.040000248 45.38000138406875, 12.0475002445 45.38000138406875, 12.0475002445 45.38500135295954))",8
R77C78,"POLYGON ((12.0775002305 45.38500135295954, 12.070000234 45.38500135295954, 12.070000234 45.38000138406875, 12.0775002305 45.38000138406875, 12.0775002305 45.38500135295954))",8
R77C85,"POLYGON ((12.130000206 45.38500135295954, 12.1225002095 45.38500135295954, 12.1225002095 45.38000138406875, 12.130000206 45.38000138406875, 12.130000206 45.38500135295954))",8
R77C86,"POLYGON ((12.1375002025 45.38500135295954, 12.130000206 45.38500135295954, 12.130000206 45.38000138406875, 12.1375002025 45.38000138406875, 12.1375002025 45.38500135295954))",8
R78C3,"POLYGON ((11.515000493 45.390001321850335, 11.5075004965 45.390001321850335, 11.5075004965 45.38500135295954, 11.515000493 45.38500135295954, 11.515000493 45.390001321850335))",12
R78C22,"POLYGON ((11.6575004265 45.390001321850335, 11.65000043 45.390001321850335, 11.65000043 45.38500135295954, 11.6575004265 45.38500135295954, 11.6575004265 45.390001321850335))",1
R78C24,"POLYGON ((11.6725004195 45.390001321850335, 11.665000423 45.390001321850335, 11.665000423 45.38500135295954, 11.6725004195 45.38500135295954, 11.6725004195 45.390001321850335))",1
R78C39,"POLYGON ((11.785000367 45.390001321850335, 11.7775003705 45.390001321850335, 11.7775003705 45.38500135295954, 11.785000367 45.38500135295954, 11.785000367 45.390001321850335))",16
R78C40,"POLYGON ((11.7925003635 45.390001321850335, 11.785000367 45.390001321850335, 11.785000367 45.38500135295954, 11.7925003635 45.38500135295954, 11.7925003635 45.390001321850335))",16
R78C44,"POLYGON ((11.8225003495 45.390001321850335, 11.815000353 45.390001321850335, 11.815000353 45.38500135295954, 11.8225003495 45.38500135295954, 11.8225003495 45.390001321850335))",16
R78C48,"POLYGON ((11.8525003355 45.390001321850335, 11.845000339 45.390001321850335, 11.845000339 45.38500135295954, 11.8525003355 45.38500135295954, 11.8525003355 45.390001321850335))",16
R78C50,"POLYGON ((11.8675003285 45.390001321850335, 11.860000332 45.390001321850335, 11.860000332 45.38500135295954, 11.8675003285 45.38500135295954, 11.8675003285 45.390001321850335))",16
R78C51,"POLYGON ((11.875000325 45.390001321850335, 11.8675003285 45.390001321850335, 11.8675003285 45.38500135295954, 11.875000325 45.38500135295954, 11.875000325 45.390001321850335))",16
R78C52,"POLYGON ((11.8825003215 45.390001321850335, 11.875000325 45.390001321850335, 11.875000325 45.38500135295954, 11.8825003215 45.38500135295954, 11.8825003215 45.390001321850335))",16
R78C54,"POLYGON ((11.8975003145 45.390001321850335, 11.890000318 45.390001321850335, 11.890000318 45.38500135295954, 11.8975003145 45.38500135295954, 11.8975003145 45.390001321850335))",16
R78C60,"POLYGON ((11.9425002935 45.390001321850335, 11.935000297 45.390001321850335, 11.935000297 45.38500135295954, 11.9425002935 45.38500135295954, 11.9425002935 45.390001321850335))",16
R78C69,"POLYGON ((12.010000262 45.390001321850335, 12.0025002655 45.390001321850335, 12.0025002655 45.38500135295954, 12.010000262 45.38500135295954, 12.010000262 45.390001321850335))",16
R78C74,"POLYGON ((12.0475002445 45.390001321850335, 12.040000248 45.390001321850335, 12.040000248 45.38500135295954, 12.0475002445 45.38500135295954, 12.0475002445 45.390001321850335))",8
R78C78,"POLYGON ((12.0775002305 45.390001321850335, 12.070000234 45.390001321850335, 12.070000234 45.38500135295954, 12.0775002305 45.38500135295954, 12.0775002305 45.390001321850335))",8
R79C39,"POLYGON ((11.785000367 45.39500129074113, 11.7775003705 45.39500129074113, 11.7775003705 45.390001321850335, 11.785000367 45.390001321850335, 11.785000367 45.39500129074113))",16
R79C40,"POLYGON ((11.7925003635 45.39500129074113, 11.785000367 45.39500129074113, 11.785000367 45.390001321850335, 11.7925003635 45.390001321850335, 11.7925003635 45.39500129074113))",16
R79C41,"POLYGON ((11.80000036 45.39500129074113, 11.7925003635 45.39500129074113, 11.7925003635 45.390001321850335, 11.80000036 45.390001321850335, 11.80000036 45.39500129074113))",16
R79C42,"POLYGON ((11.8075003565 45.39500129074113, 11.80000036 45.39500129074113, 11.80000036 45.390001321850335, 11.8075003565 45.390001321850335, 11.8075003565 45.39500129074113))",16
R79C43,"POLYGON ((11.815000353 45.39500129074113, 11.8075003565 45.39500129074113, 11.8075003565 45.390001321850335, 11.815000353 45.390001321850335, 11.815000353 45.39500129074113))",16
R79C47,"POLYGON ((11.845000339 45.39500129074113, 11.8375003425 45.39500129074113, 11.8375003425 45.390001321850335, 11.845000339 45.390001321850335, 11.845000339 45.39500129074113))",16
R79C48,"POLYGON ((11.8525003355 45.39500129074113, 11.845000339 45.39500129074113, 11.845000339 45.390001321850335, 11.8525003355 45.390001321850335, 11.8525003355 45.39500129074113))",16
R79C49,"POLYGON ((11.860000332 45.39500129074113, 11.8525003355 45.39500129074113, 11.8525003355 45.390001321850335, 11.860000332 45.390001321850335, 11.860000332 45.39500129074113))",16
R79C50,"POLYGON ((11.8675003285 45.39500129074113, 11.860000332 45.39500129074113, 11.860000332 45.390001321850335, 11.8675003285 45.390001321850335, 11.8675003285 45.39500129074113))",16
R79C51,"POLYGON ((11.875000325 45.39500129074113, 11.8675003285 45.39500129074113, 11.8675003285 45.390001321850335, 11.875000325 45.390001321850335, 11.875000325 45.39500129074113))",16
R79C54,"POLYGON ((11.8975003145 45.39500129074113, 11.890000318 45.39500129074113, 11.890000318 45.390001321850335, 11.8975003145 45.390001321850335, 11.8975003145 45.39500129074113))",16
R79C56,"POLYGON ((11.9125003075 45.39500129074113, 11.905000311 45.39500129074113, 11.905000311 45.390001321850335, 11.9125003075 45.390001321850335, 11.9125003075 45.39500129074113))",16
R79C60,"POLYGON ((11.9425002935 45.39500129074113, 11.935000297 45.39500129074113, 11.935000297 45.390001321850335, 11.9425002935 45.390001321850335, 11.9425002935 45.39500129074113))",16
R79C61,"POLYGON ((11.95000029 45.39500129074113, 11.9425002935 45.39500129074113, 11.9425002935 45.390001321850335, 11.95000029 45.390001321850335, 11.95000029 45.39500129074113))",16
R79C62,"POLYGON ((11.9575002865 45.39500129074113, 11.95000029 45.39500129074113, 11.95000029 45.390001321850335, 11.9575002865 45.390001321850335, 11.9575002865 45.39500129074113))",16
R79C68,"POLYGON ((12.0025002655 45.39500129074113, 11.995000269 45.39500129074113, 11.995000269 45.390001321850335, 12.0025002655 45.390001321850335, 12.0025002655 45.39500129074113))",16
R79C69,"POLYGON ((12.010000262 45.39500129074113, 12.0025002655 45.39500129074113, 12.0025002655 45.390001321850335, 12.010000262 45.390001321850335, 12.010000262 45.39500129074113))",16
R79C71,"POLYGON ((12.025000255 45.39500129074113, 12.0175002585 45.39500129074113, 12.0175002585 45.390001321850335, 12.025000255 45.390001321850335, 12.025000255 45.39500129074113))",16
R79C77,"POLYGON ((12.070000234 45.39500129074113, 12.0625002375 45.39500129074113, 12.0625002375 45.390001321850335, 12.070000234 45.390001321850335, 12.070000234 45.39500129074113))",8
R79C115,"POLYGON ((12.355000101 45.39500129074113, 12.3475001045 45.39500129074113, 12.3475001045 45.390001321850335, 12.355000101 45.390001321850335, 12.355000101 45.39500129074113))",14
R79C116,"POLYGON ((12.3625000975 45.39500129074113, 12.355000101 45.39500129074113, 12.355000101 45.390001321850335, 12.3625000975 45.390001321850335, 12.3625000975 45.39500129074113))",14
R80C10,"POLYGON ((11.5675004685 45.40000125963192, 11.560000472 45.40000125963192, 11.560000472 45.39500129074113, 11.5675004685 45.39500129074113, 11.5675004685 45.40000125963192))",12
R80C39,"POLYGON ((11.785000367 45.40000125963192, 11.7775003705 45.40000125963192, 11.7775003705 45.39500129074113, 11.785000367 45.39500129074113, 11.785000367 45.40000125963192))",16
R80C40,"POLYGON ((11.7925003635 45.40000125963192, 11.785000367 45.40000125963192, 11.785000367 45.39500129074113, 11.7925003635 45.39500129074113, 11.7925003635 45.40000125963192))",16
R80C41,"POLYGON ((11.80000036 45.40000125963192, 11.7925003635 45.40000125963192, 11.7925003635 45.39500129074113, 11.80000036 45.39500129074113, 11.80000036 45.40000125963192))",16
R80C42,"POLYGON ((11.8075003565 45.40000125963192, 11.80000036 45.40000125963192, 11.80000036 45.39500129074113, 11.8075003565 45.39500129074113, 11.8075003565 45.40000125963192))",16
R80C43,"POLYGON ((11.815000353 45.40000125963192, 11.8075003565 45.40000125963192, 11.8075003565 45.39500129074113, 11.815000353 45.39500129074113, 11.815000353 45.40000125963192))",16
R80C45,"POLYGON ((11.830000346 45.40000125963192, 11.8225003495 45.40000125963192, 11.8225003495 45.39500129074113, 11.830000346 45.39500129074113, 11.830000346 45.40000125963192))",16
R80C46,"POLYGON ((11.8375003425 45.40000125963192, 11.830000346 45.40000125963192, 11.830000346 45.39500129074113, 11.8375003425 45.39500129074113, 11.8375003425 45.40000125963192))",16
R80C49,"POLYGON ((11.860000332 45.40000125963192, 11.8525003355 45.40000125963192, 11.8525003355 45.39500129074113, 11.860000332 45.39500129074113, 11.860000332 45.40000125963192))",16
R80C50,"POLYGON ((11.8675003285 45.40000125963192, 11.860000332 45.40000125963192, 11.860000332 45.39500129074113, 11.8675003285 45.39500129074113, 11.8675003285 45.40000125963192))",16
R80C51,"POLYGON ((11.875000325 45.40000125963192, 11.8675003285 45.40000125963192, 11.8675003285 45.39500129074113, 11.875000325 45.39500129074113, 11.875000325 45.40000125963192))",16
R80C52,"POLYGON ((11.8825003215 45.40000125963192, 11.875000325 45.40000125963192, 11.875000325 45.39500129074113, 11.8825003215 45.39500129074113, 11.8825003215 45.40000125963192))",16
R80C53,"POLYGON ((11.890000318 45.40000125963192, 11.8825003215 45.40000125963192, 11.8825003215 45.39500129074113, 11.890000318 45.39500129074113, 11.890000318 45.40000125963192))",16
R80C55,"POLYGON ((11.905000311 45.40000125963192, 11.8975003145 45.40000125963192, 11.8975003145 45.39500129074113, 11.905000311 45.39500129074113, 11.905000311 45.40000125963192))",16
R80C57,"POLYGON ((11.920000304 45.40000125963192, 11.9125003075 45.40000125963192, 11.9125003075 45.39500129074113, 11.920000304 45.39500129074113, 11.920000304 45.40000125963192))",16
R80C58,"POLYGON ((11.9275003005 45.40000125963192, 11.920000304 45.40000125963192, 11.920000304 45.39500129074113, 11.9275003005 45.39500129074113, 11.9275003005 45.40000125963192))",16
R80C61,"POLYGON ((11.95000029 45.40000125963192, 11.9425002935 45.40000125963192, 11.9425002935 45.39500129074113, 11.95000029 45.39500129074113, 11.95000029 45.40000125963192))",16
R80C63,"POLYGON ((11.965000283 45.40000125963192, 11.9575002865 45.40000125963192, 11.9575002865 45.39500129074113, 11.965000283 45.39500129074113, 11.965000283 45.40000125963192))",16
R80C116,"POLYGON ((12.3625000975 45.40000125963192, 12.355000101 45.40000125963192, 12.355000101 45.39500129074113, 12.3625000975 45.39500129074113, 12.3625000975 45.40000125963192))",14
R81C6,"POLYGON ((11.5375004825 45.405001228522714, 11.530000486 45.405001228522714, 11.530000486 45.40000125963192, 11.5375004825 45.40000125963192, 11.5375004825 45.405001228522714))",12
R81C27,"POLYGON ((11.695000409 45.405001228522714, 11.6875004125 45.405001228522714, 11.6875004125 45.40000125963192, 11.695000409 45.40000125963192, 11.695000409 45.405001228522714))",1
R81C35,"POLYGON ((11.755000381 45.405001228522714, 11.7475003845 45.405001228522714, 11.7475003845 45.40000125963192, 11.755000381 45.40000125963192, 11.755000381 45.405001228522714))",1
