,geometry,cluster
R17C130,"POLYGON ((5.011522446922059 52.08499795774364, 5.004642504489922 52.08499795774364, 5.004642504489922 52.07999808619326, 5.011522446922059 52.07999808619326, 5.011522446922059 52.08499795774364))",5
R17C131,"POLYGON ((5.018402389354195 52.08499795774364, 5.011522446922059 52.08499795774364, 5.011522446922059 52.07999808619326, 5.018402389354195 52.07999808619326, 5.018402389354195 52.08499795774364))",5
R17C132,"POLYGON ((5.0252823317863315 52.08499795774364, 5.018402389354195 52.08499795774364, 5.018402389354195 52.07999808619326, 5.0252823317863315 52.07999808619326, 5.0252823317863315 52.08499795774364))",5
R17C133,"POLYGON ((5.032162274218468 52.08499795774364, 5.0252823317863315 52.08499795774364, 5.0252823317863315 52.07999808619326, 5.032162274218468 52.07999808619326, 5.032162274218468 52.08499795774364))",5
R17C134,"POLYGON ((5.039042216650604 52.08499795774364, 5.032162274218468 52.08499795774364, 5.032162274218468 52.07999808619326, 5.039042216650604 52.07999808619326, 5.039042216650604 52.08499795774364))",5
R17C135,"POLYGON ((5.045922159082741 52.08499795774364, 5.039042216650604 52.08499795774364, 5.039042216650604 52.07999808619326, 5.045922159082741 52.07999808619326, 5.045922159082741 52.08499795774364))",5
R17C136,"POLYGON ((5.052802101514877 52.08499795774364, 5.045922159082741 52.08499795774364, 5.045922159082741 52.07999808619326, 5.052802101514877 52.07999808619326, 5.052802101514877 52.08499795774364))",5
R17C141,"POLYGON ((5.087201813675559 52.08499795774364, 5.080321871243423 52.08499795774364, 5.080321871243423 52.07999808619326, 5.087201813675559 52.07999808619326, 5.087201813675559 52.08499795774364))",5
R17C142,"POLYGON ((5.094081756107696 52.08499795774364, 5.087201813675559 52.08499795774364, 5.087201813675559 52.07999808619326, 5.094081756107696 52.07999808619326, 5.094081756107696 52.08499795774364))",5
R17C143,"POLYGON ((5.100961698539832 52.08499795774364, 5.094081756107696 52.08499795774364, 5.094081756107696 52.07999808619326, 5.100961698539832 52.07999808619326, 5.100961698539832 52.08499795774364))",5
R17C144,"POLYGON ((5.1078416409719685 52.08499795774364, 5.100961698539832 52.08499795774364, 5.100961698539832 52.07999808619326, 5.1078416409719685 52.07999808619326, 5.1078416409719685 52.08499795774364))",5
R17C145,"POLYGON ((5.114721583404105 52.08499795774364, 5.1078416409719685 52.08499795774364, 5.1078416409719685 52.07999808619326, 5.114721583404105 52.07999808619326, 5.114721583404105 52.08499795774364))",5
R17C146,"POLYGON ((5.121601525836241 52.08499795774364, 5.114721583404105 52.08499795774364, 5.114721583404105 52.07999808619326, 5.121601525836241 52.07999808619326, 5.121601525836241 52.08499795774364))",5
R17C147,"POLYGON ((5.128481468268378 52.08499795774364, 5.121601525836241 52.08499795774364, 5.121601525836241 52.07999808619326, 5.128481468268378 52.07999808619326, 5.128481468268378 52.08499795774364))",5
R17C148,"POLYGON ((5.135361410700514 52.08499795774364, 5.128481468268378 52.08499795774364, 5.128481468268378 52.07999808619326, 5.135361410700514 52.07999808619326, 5.135361410700514 52.08499795774364))",5
R17C149,"POLYGON ((5.1422413531326505 52.08499795774364, 5.135361410700514 52.08499795774364, 5.135361410700514 52.07999808619326, 5.1422413531326505 52.07999808619326, 5.1422413531326505 52.08499795774364))",5
R17C150,"POLYGON ((5.149121295564787 52.08499795774364, 5.1422413531326505 52.08499795774364, 5.1422413531326505 52.07999808619326, 5.149121295564787 52.07999808619326, 5.149121295564787 52.08499795774364))",11
R17C152,"POLYGON ((5.16288118042906 52.08499795774364, 5.156001237996923 52.08499795774364, 5.156001237996923 52.07999808619326, 5.16288118042906 52.07999808619326, 5.16288118042906 52.08499795774364))",11
R17C154,"POLYGON ((5.176641065293333 52.08499795774364, 5.169761122861196 52.08499795774364, 5.169761122861196 52.07999808619326, 5.176641065293333 52.07999808619326, 5.176641065293333 52.08499795774364))",11
R17C160,"POLYGON ((5.217920719886151 52.08499795774364, 5.211040777454015 52.08499795774364, 5.211040777454015 52.07999808619326, 5.217920719886151 52.07999808619326, 5.217920719886151 52.08499795774364))",11
R17C161,"POLYGON ((5.224800662318287 52.08499795774364, 5.217920719886151 52.08499795774364, 5.217920719886151 52.07999808619326, 5.224800662318287 52.07999808619326, 5.224800662318287 52.08499795774364))",11
R17C163,"POLYGON ((5.23856054718256 52.08499795774364, 5.231680604750424 52.08499795774364, 5.231680604750424 52.07999808619326, 5.23856054718256 52.07999808619326, 5.23856054718256 52.08499795774364))",11
R17C164,"POLYGON ((5.245440489614697 52.08499795774364, 5.23856054718256 52.08499795774364, 5.23856054718256 52.07999808619326, 5.245440489614697 52.07999808619326, 5.245440489614697 52.08499795774364))",11
R17C188,"POLYGON ((5.4105591079859705 52.08499795774364, 5.403679165553834 52.08499795774364, 5.403679165553834 52.07999808619326, 5.4105591079859705 52.07999808619326, 5.4105591079859705 52.08499795774364))",13
R17C189,"POLYGON ((5.417439050418107 52.08499795774364, 5.4105591079859705 52.08499795774364, 5.4105591079859705 52.07999808619326, 5.417439050418107 52.07999808619326, 5.417439050418107 52.08499795774364))",13
R17C190,"POLYGON ((5.424318992850243 52.08499795774364, 5.417439050418107 52.08499795774364, 5.417439050418107 52.07999808619326, 5.424318992850243 52.07999808619326, 5.424318992850243 52.08499795774364))",13
R18C22,"POLYGON ((4.2684886642513264 52.08999782929402, 4.26160872181919 52.08999782929402, 4.26160872181919 52.08499795774364, 4.2684886642513264 52.08499795774364, 4.2684886642513264 52.08999782929402))",3
R18C23,"POLYGON ((4.275368606683463 52.08999782929402, 4.2684886642513264 52.08999782929402, 4.2684886642513264 52.08499795774364, 4.275368606683463 52.08499795774364, 4.275368606683463 52.08999782929402))",3
R18C24,"POLYGON ((4.282248549115599 52.08999782929402, 4.275368606683463 52.08999782929402, 4.275368606683463 52.08499795774364, 4.282248549115599 52.08499795774364, 4.282248549115599 52.08999782929402))",3
R18C25,"POLYGON ((4.289128491547736 52.08999782929402, 4.282248549115599 52.08999782929402, 4.282248549115599 52.08499795774364, 4.289128491547736 52.08499795774364, 4.289128491547736 52.08999782929402))",3
R18C26,"POLYGON ((4.296008433979872 52.08999782929402, 4.289128491547736 52.08999782929402, 4.289128491547736 52.08499795774364, 4.296008433979872 52.08499795774364, 4.296008433979872 52.08999782929402))",3
R18C27,"POLYGON ((4.3028883764120085 52.08999782929402, 4.296008433979872 52.08999782929402, 4.296008433979872 52.08499795774364, 4.3028883764120085 52.08499795774364, 4.3028883764120085 52.08999782929402))",3
R18C28,"POLYGON ((4.309768318844145 52.08999782929402, 4.3028883764120085 52.08999782929402, 4.3028883764120085 52.08499795774364, 4.309768318844145 52.08499795774364, 4.309768318844145 52.08999782929402))",3
R18C29,"POLYGON ((4.316648261276281 52.08999782929402, 4.309768318844145 52.08999782929402, 4.309768318844145 52.08499795774364, 4.316648261276281 52.08499795774364, 4.316648261276281 52.08999782929402))",3
R18C30,"POLYGON ((4.323528203708418 52.08999782929402, 4.316648261276281 52.08999782929402, 4.316648261276281 52.08499795774364, 4.323528203708418 52.08499795774364, 4.323528203708418 52.08999782929402))",3
R18C31,"POLYGON ((4.330408146140554 52.08999782929402, 4.323528203708418 52.08999782929402, 4.323528203708418 52.08499795774364, 4.330408146140554 52.08499795774364, 4.330408146140554 52.08999782929402))",3
R18C32,"POLYGON ((4.3372880885726905 52.08999782929402, 4.330408146140554 52.08999782929402, 4.330408146140554 52.08499795774364, 4.3372880885726905 52.08499795774364, 4.3372880885726905 52.08999782929402))",3
R18C33,"POLYGON ((4.344168031004827 52.08999782929402, 4.3372880885726905 52.08999782929402, 4.3372880885726905 52.08499795774364, 4.344168031004827 52.08499795774364, 4.344168031004827 52.08999782929402))",3
R18C34,"POLYGON ((4.351047973436963 52.08999782929402, 4.344168031004827 52.08999782929402, 4.344168031004827 52.08499795774364, 4.351047973436963 52.08499795774364, 4.351047973436963 52.08999782929402))",3
R18C35,"POLYGON ((4.3579279158691 52.08999782929402, 4.351047973436963 52.08999782929402, 4.351047973436963 52.08499795774364, 4.3579279158691 52.08499795774364, 4.3579279158691 52.08999782929402))",3
R18C36,"POLYGON ((4.364807858301236 52.08999782929402, 4.3579279158691 52.08999782929402, 4.3579279158691 52.08499795774364, 4.364807858301236 52.08499795774364, 4.364807858301236 52.08999782929402))",3
R18C37,"POLYGON ((4.371687800733373 52.08999782929402, 4.364807858301236 52.08999782929402, 4.364807858301236 52.08499795774364, 4.371687800733373 52.08499795774364, 4.371687800733373 52.08999782929402))",3
R18C38,"POLYGON ((4.378567743165509 52.08999782929402, 4.371687800733373 52.08999782929402, 4.371687800733373 52.08499795774364, 4.378567743165509 52.08499795774364, 4.378567743165509 52.08999782929402))",15
R18C39,"POLYGON ((4.385447685597645 52.08999782929402, 4.378567743165509 52.08999782929402, 4.378567743165509 52.08499795774364, 4.385447685597645 52.08499795774364, 4.385447685597645 52.08999782929402))",15
R18C40,"POLYGON ((4.392327628029782 52.08999782929402, 4.385447685597645 52.08999782929402, 4.385447685597645 52.08499795774364, 4.392327628029782 52.08499795774364, 4.392327628029782 52.08999782929402))",15
R18C41,"POLYGON ((4.399207570461918 52.08999782929402, 4.392327628029782 52.08999782929402, 4.392327628029782 52.08499795774364, 4.399207570461918 52.08499795774364, 4.399207570461918 52.08999782929402))",15
R18C42,"POLYGON ((4.406087512894055 52.08999782929402, 4.399207570461918 52.08999782929402, 4.399207570461918 52.08499795774364, 4.406087512894055 52.08499795774364, 4.406087512894055 52.08999782929402))",15
R18C91,"POLYGON ((4.743204692068739 52.08999782929402, 4.736324749636602 52.08999782929402, 4.736324749636602 52.08499795774364, 4.743204692068739 52.08499795774364, 4.743204692068739 52.08999782929402))",10
R18C92,"POLYGON ((4.750084634500875 52.08999782929402, 4.743204692068739 52.08999782929402, 4.743204692068739 52.08499795774364, 4.750084634500875 52.08499795774364, 4.750084634500875 52.08999782929402))",10
R18C93,"POLYGON ((4.756964576933012 52.08999782929402, 4.750084634500875 52.08999782929402, 4.750084634500875 52.08499795774364, 4.756964576933012 52.08499795774364, 4.756964576933012 52.08999782929402))",10
R18C110,"POLYGON ((4.8739235982793305 52.08999782929402, 4.867043655847194 52.08999782929402, 4.867043655847194 52.08499795774364, 4.8739235982793305 52.08499795774364, 4.8739235982793305 52.08999782929402))",19
R18C111,"POLYGON ((4.880803540711467 52.08999782929402, 4.8739235982793305 52.08999782929402, 4.8739235982793305 52.08499795774364, 4.880803540711467 52.08499795774364, 4.880803540711467 52.08999782929402))",19
R18C112,"POLYGON ((4.887683483143603 52.08999782929402, 4.880803540711467 52.08999782929402, 4.880803540711467 52.08499795774364, 4.887683483143603 52.08499795774364, 4.887683483143603 52.08999782929402))",19
R18C113,"POLYGON ((4.89456342557574 52.08999782929402, 4.887683483143603 52.08999782929402, 4.887683483143603 52.08499795774364, 4.89456342557574 52.08499795774364, 4.89456342557574 52.08999782929402))",19
R18C115,"POLYGON ((4.908323310440013 52.08999782929402, 4.901443368007876 52.08999782929402, 4.901443368007876 52.08499795774364, 4.908323310440013 52.08499795774364, 4.908323310440013 52.08999782929402))",19
R18C116,"POLYGON ((4.915203252872149 52.08999782929402, 4.908323310440013 52.08999782929402, 4.908323310440013 52.08499795774364, 4.915203252872149 52.08499795774364, 4.915203252872149 52.08999782929402))",19
R18C122,"POLYGON ((4.9564829074649674 52.08999782929402, 4.949602965032831 52.08999782929402, 4.949602965032831 52.08499795774364, 4.9564829074649674 52.08499795774364, 4.9564829074649674 52.08999782929402))",19
R18C123,"POLYGON ((4.963362849897104 52.08999782929402, 4.9564829074649674 52.08999782929402, 4.9564829074649674 52.08499795774364, 4.963362849897104 52.08499795774364, 4.963362849897104 52.08999782929402))",19
R18C124,"POLYGON ((4.97024279232924 52.08999782929402, 4.963362849897104 52.08999782929402, 4.963362849897104 52.08499795774364, 4.97024279232924 52.08499795774364, 4.97024279232924 52.08999782929402))",19
R18C130,"POLYGON ((5.011522446922059 52.08999782929402, 5.004642504489922 52.08999782929402, 5.004642504489922 52.08499795774364, 5.011522446922059 52.08499795774364, 5.011522446922059 52.08999782929402))",5
R18C131,"POLYGON ((5.018402389354195 52.08999782929402, 5.011522446922059 52.08999782929402, 5.011522446922059 52.08499795774364, 5.018402389354195 52.08499795774364, 5.018402389354195 52.08999782929402))",5
R18C132,"POLYGON ((5.0252823317863315 52.08999782929402, 5.018402389354195 52.08999782929402, 5.018402389354195 52.08499795774364, 5.0252823317863315 52.08499795774364, 5.0252823317863315 52.08999782929402))",5
R18C133,"POLYGON ((5.032162274218468 52.08999782929402, 5.0252823317863315 52.08999782929402, 5.0252823317863315 52.08499795774364, 5.032162274218468 52.08499795774364, 5.032162274218468 52.08999782929402))",5
R18C134,"POLYGON ((5.039042216650604 52.08999782929402, 5.032162274218468 52.08999782929402, 5.032162274218468 52.08499795774364, 5.039042216650604 52.08499795774364, 5.039042216650604 52.08999782929402))",5
R18C135,"POLYGON ((5.045922159082741 52.08999782929402, 5.039042216650604 52.08999782929402, 5.039042216650604 52.08499795774364, 5.045922159082741 52.08499795774364, 5.045922159082741 52.08999782929402))",5
R18C136,"POLYGON ((5.052802101514877 52.08999782929402, 5.045922159082741 52.08999782929402, 5.045922159082741 52.08499795774364, 5.052802101514877 52.08499795774364, 5.052802101514877 52.08999782929402))",5
R18C137,"POLYGON ((5.059682043947014 52.08999782929402, 5.052802101514877 52.08999782929402, 5.052802101514877 52.08499795774364, 5.059682043947014 52.08499795774364, 5.059682043947014 52.08999782929402))",5
R18C138,"POLYGON ((5.06656198637915 52.08999782929402, 5.059682043947014 52.08999782929402, 5.059682043947014 52.08499795774364, 5.06656198637915 52.08499795774364, 5.06656198637915 52.08999782929402))",5
R18C139,"POLYGON ((5.073441928811286 52.08999782929402, 5.06656198637915 52.08999782929402, 5.06656198637915 52.08499795774364, 5.073441928811286 52.08499795774364, 5.073441928811286 52.08999782929402))",5
R18C141,"POLYGON ((5.087201813675559 52.08999782929402, 5.080321871243423 52.08999782929402, 5.080321871243423 52.08499795774364, 5.087201813675559 52.08499795774364, 5.087201813675559 52.08999782929402))",5
R18C142,"POLYGON ((5.094081756107696 52.08999782929402, 5.087201813675559 52.08999782929402, 5.087201813675559 52.08499795774364, 5.094081756107696 52.08499795774364, 5.094081756107696 52.08999782929402))",5
R18C143,"POLYGON ((5.100961698539832 52.08999782929402, 5.094081756107696 52.08999782929402, 5.094081756107696 52.08499795774364, 5.100961698539832 52.08499795774364, 5.100961698539832 52.08999782929402))",5
R18C144,"POLYGON ((5.1078416409719685 52.08999782929402, 5.100961698539832 52.08999782929402, 5.100961698539832 52.08499795774364, 5.1078416409719685 52.08499795774364, 5.1078416409719685 52.08999782929402))",5
R18C145,"POLYGON ((5.114721583404105 52.08999782929402, 5.1078416409719685 52.08999782929402, 5.1078416409719685 52.08499795774364, 5.114721583404105 52.08499795774364, 5.114721583404105 52.08999782929402))",5
R18C146,"POLYGON ((5.121601525836241 52.08999782929402, 5.114721583404105 52.08999782929402, 5.114721583404105 52.08499795774364, 5.121601525836241 52.08499795774364, 5.121601525836241 52.08999782929402))",5
R18C147,"POLYGON ((5.128481468268378 52.08999782929402, 5.121601525836241 52.08999782929402, 5.121601525836241 52.08499795774364, 5.128481468268378 52.08499795774364, 5.128481468268378 52.08999782929402))",5
R18C148,"POLYGON ((5.135361410700514 52.08999782929402, 5.128481468268378 52.08999782929402, 5.128481468268378 52.08499795774364, 5.135361410700514 52.08499795774364, 5.135361410700514 52.08999782929402))",5
R18C149,"POLYGON ((5.1422413531326505 52.08999782929402, 5.135361410700514 52.08999782929402, 5.135361410700514 52.08499795774364, 5.1422413531326505 52.08499795774364, 5.1422413531326505 52.08999782929402))",5
R18C150,"POLYGON ((5.149121295564787 52.08999782929402, 5.1422413531326505 52.08999782929402, 5.1422413531326505 52.08499795774364, 5.149121295564787 52.08499795774364, 5.149121295564787 52.08999782929402))",11
R18C151,"POLYGON ((5.156001237996923 52.08999782929402, 5.149121295564787 52.08999782929402, 5.149121295564787 52.08499795774364, 5.156001237996923 52.08499795774364, 5.156001237996923 52.08999782929402))",11
R18C152,"POLYGON ((5.16288118042906 52.08999782929402, 5.156001237996923 52.08999782929402, 5.156001237996923 52.08499795774364, 5.16288118042906 52.08499795774364, 5.16288118042906 52.08999782929402))",11
R18C153,"POLYGON ((5.169761122861196 52.08999782929402, 5.16288118042906 52.08999782929402, 5.16288118042906 52.08499795774364, 5.169761122861196 52.08499795774364, 5.169761122861196 52.08999782929402))",11
R18C154,"POLYGON ((5.176641065293333 52.08999782929402, 5.169761122861196 52.08999782929402, 5.169761122861196 52.08499795774364, 5.176641065293333 52.08499795774364, 5.176641065293333 52.08999782929402))",11
R18C155,"POLYGON ((5.183521007725469 52.08999782929402, 5.176641065293333 52.08999782929402, 5.176641065293333 52.08499795774364, 5.183521007725469 52.08499795774364, 5.183521007725469 52.08999782929402))",11
R18C161,"POLYGON ((5.224800662318287 52.08999782929402, 5.217920719886151 52.08999782929402, 5.217920719886151 52.08499795774364, 5.224800662318287 52.08499795774364, 5.224800662318287 52.08999782929402))",11
R18C163,"POLYGON ((5.23856054718256 52.08999782929402, 5.231680604750424 52.08999782929402, 5.231680604750424 52.08499795774364, 5.23856054718256 52.08499795774364, 5.23856054718256 52.08999782929402))",11
R18C164,"POLYGON ((5.245440489614697 52.08999782929402, 5.23856054718256 52.08999782929402, 5.23856054718256 52.08499795774364, 5.245440489614697 52.08499795774364, 5.245440489614697 52.08999782929402))",11
R18C165,"POLYGON ((5.252320432046833 52.08999782929402, 5.245440489614697 52.08999782929402, 5.245440489614697 52.08499795774364, 5.252320432046833 52.08499795774364, 5.252320432046833 52.08999782929402))",11
R18C188,"POLYGON ((5.4105591079859705 52.08999782929402, 5.403679165553834 52.08999782929402, 5.403679165553834 52.08499795774364, 5.4105591079859705 52.08499795774364, 5.4105591079859705 52.08999782929402))",13
R18C189,"POLYGON ((5.417439050418107 52.08999782929402, 5.4105591079859705 52.08999782929402, 5.4105591079859705 52.08499795774364, 5.417439050418107 52.08499795774364, 5.417439050418107 52.08999782929402))",13
R19C21,"POLYGON ((4.26160872181919 52.0949977008444, 4.254728779387054 52.0949977008444, 4.254728779387054 52.08999782929402, 4.26160872181919 52.08999782929402, 4.26160872181919 52.0949977008444))",3
R19C22,"POLYGON ((4.2684886642513264 52.0949977008444, 4.26160872181919 52.0949977008444, 4.26160872181919 52.08999782929402, 4.2684886642513264 52.08999782929402, 4.2684886642513264 52.0949977008444))",3
R19C23,"POLYGON ((4.275368606683463 52.0949977008444, 4.2684886642513264 52.0949977008444, 4.2684886642513264 52.08999782929402, 4.275368606683463 52.08999782929402, 4.275368606683463 52.0949977008444))",3
R19C24,"POLYGON ((4.282248549115599 52.0949977008444, 4.275368606683463 52.0949977008444, 4.275368606683463 52.08999782929402, 4.282248549115599 52.08999782929402, 4.282248549115599 52.0949977008444))",3
R19C25,"POLYGON ((4.289128491547736 52.0949977008444, 4.282248549115599 52.0949977008444, 4.282248549115599 52.08999782929402, 4.289128491547736 52.08999782929402, 4.289128491547736 52.0949977008444))",3
R19C27,"POLYGON ((4.3028883764120085 52.0949977008444, 4.296008433979872 52.0949977008444, 4.296008433979872 52.08999782929402, 4.3028883764120085 52.08999782929402, 4.3028883764120085 52.0949977008444))",3
R19C28,"POLYGON ((4.309768318844145 52.0949977008444, 4.3028883764120085 52.0949977008444, 4.3028883764120085 52.08999782929402, 4.309768318844145 52.08999782929402, 4.309768318844145 52.0949977008444))",3
R19C29,"POLYGON ((4.316648261276281 52.0949977008444, 4.309768318844145 52.0949977008444, 4.309768318844145 52.08999782929402, 4.316648261276281 52.08999782929402, 4.316648261276281 52.0949977008444))",3
R19C30,"POLYGON ((4.323528203708418 52.0949977008444, 4.316648261276281 52.0949977008444, 4.316648261276281 52.08999782929402, 4.323528203708418 52.08999782929402, 4.323528203708418 52.0949977008444))",3
R19C31,"POLYGON ((4.330408146140554 52.0949977008444, 4.323528203708418 52.0949977008444, 4.323528203708418 52.08999782929402, 4.330408146140554 52.08999782929402, 4.330408146140554 52.0949977008444))",3
R19C32,"POLYGON ((4.3372880885726905 52.0949977008444, 4.330408146140554 52.0949977008444, 4.330408146140554 52.08999782929402, 4.3372880885726905 52.08999782929402, 4.3372880885726905 52.0949977008444))",3
R19C33,"POLYGON ((4.344168031004827 52.0949977008444, 4.3372880885726905 52.0949977008444, 4.3372880885726905 52.08999782929402, 4.344168031004827 52.08999782929402, 4.344168031004827 52.0949977008444))",3
R19C34,"POLYGON ((4.351047973436963 52.0949977008444, 4.344168031004827 52.0949977008444, 4.344168031004827 52.08999782929402, 4.351047973436963 52.08999782929402, 4.351047973436963 52.0949977008444))",3
R19C35,"POLYGON ((4.3579279158691 52.0949977008444, 4.351047973436963 52.0949977008444, 4.351047973436963 52.08999782929402, 4.3579279158691 52.08999782929402, 4.3579279158691 52.0949977008444))",3
R19C36,"POLYGON ((4.364807858301236 52.0949977008444, 4.3579279158691 52.0949977008444, 4.3579279158691 52.08999782929402, 4.364807858301236 52.08999782929402, 4.364807858301236 52.0949977008444))",3
R19C37,"POLYGON ((4.371687800733373 52.0949977008444, 4.364807858301236 52.0949977008444, 4.364807858301236 52.08999782929402, 4.371687800733373 52.08999782929402, 4.371687800733373 52.0949977008444))",3
R19C39,"POLYGON ((4.385447685597645 52.0949977008444, 4.378567743165509 52.0949977008444, 4.378567743165509 52.08999782929402, 4.385447685597645 52.08999782929402, 4.385447685597645 52.0949977008444))",15
R19C40,"POLYGON ((4.392327628029782 52.0949977008444, 4.385447685597645 52.0949977008444, 4.385447685597645 52.08999782929402, 4.392327628029782 52.08999782929402, 4.392327628029782 52.0949977008444))",15
R19C41,"POLYGON ((4.399207570461918 52.0949977008444, 4.392327628029782 52.0949977008444, 4.392327628029782 52.08999782929402, 4.399207570461918 52.08999782929402, 4.399207570461918 52.0949977008444))",15
R19C42,"POLYGON ((4.406087512894055 52.0949977008444, 4.399207570461918 52.0949977008444, 4.399207570461918 52.08999782929402, 4.406087512894055 52.08999782929402, 4.406087512894055 52.0949977008444))",15
R19C43,"POLYGON ((4.412967455326191 52.0949977008444, 4.406087512894055 52.0949977008444, 4.406087512894055 52.08999782929402, 4.412967455326191 52.08999782929402, 4.412967455326191 52.0949977008444))",15
R19C52,"POLYGON ((4.474886937215419 52.0949977008444, 4.468006994783282 52.0949977008444, 4.468006994783282 52.08999782929402, 4.474886937215419 52.08999782929402, 4.474886937215419 52.0949977008444))",15
R19C57,"POLYGON ((4.509286649376101 52.0949977008444, 4.502406706943964 52.0949977008444, 4.502406706943964 52.08999782929402, 4.509286649376101 52.08999782929402, 4.509286649376101 52.0949977008444))",15
R19C111,"POLYGON ((4.880803540711467 52.0949977008444, 4.8739235982793305 52.0949977008444, 4.8739235982793305 52.08999782929402, 4.880803540711467 52.08999782929402, 4.880803540711467 52.0949977008444))",19
R19C112,"POLYGON ((4.887683483143603 52.0949977008444, 4.880803540711467 52.0949977008444, 4.880803540711467 52.08999782929402, 4.887683483143603 52.08999782929402, 4.887683483143603 52.0949977008444))",19
R19C113,"POLYGON ((4.89456342557574 52.0949977008444, 4.887683483143603 52.0949977008444, 4.887683483143603 52.08999782929402, 4.89456342557574 52.08999782929402, 4.89456342557574 52.0949977008444))",19
R19C114,"POLYGON ((4.901443368007876 52.0949977008444, 4.89456342557574 52.0949977008444, 4.89456342557574 52.08999782929402, 4.901443368007876 52.08999782929402, 4.901443368007876 52.0949977008444))",19
R19C115,"POLYGON ((4.908323310440013 52.0949977008444, 4.901443368007876 52.0949977008444, 4.901443368007876 52.08999782929402, 4.908323310440013 52.08999782929402, 4.908323310440013 52.0949977008444))",19
R19C122,"POLYGON ((4.9564829074649674 52.0949977008444, 4.949602965032831 52.0949977008444, 4.949602965032831 52.08999782929402, 4.9564829074649674 52.08999782929402, 4.9564829074649674 52.0949977008444))",19
R19C123,"POLYGON ((4.963362849897104 52.0949977008444, 4.9564829074649674 52.0949977008444, 4.9564829074649674 52.08999782929402, 4.963362849897104 52.08999782929402, 4.963362849897104 52.0949977008444))",19
R19C124,"POLYGON ((4.97024279232924 52.0949977008444, 4.963362849897104 52.0949977008444, 4.963362849897104 52.08999782929402, 4.97024279232924 52.08999782929402, 4.97024279232924 52.0949977008444))",19
R19C128,"POLYGON ((4.997762562057786 52.0949977008444, 4.9908826196256495 52.0949977008444, 4.9908826196256495 52.08999782929402, 4.997762562057786 52.08999782929402, 4.997762562057786 52.0949977008444))",5
R19C129,"POLYGON ((5.004642504489922 52.0949977008444, 4.997762562057786 52.0949977008444, 4.997762562057786 52.08999782929402, 5.004642504489922 52.08999782929402, 5.004642504489922 52.0949977008444))",5
R19C130,"POLYGON ((5.011522446922059 52.0949977008444, 5.004642504489922 52.0949977008444, 5.004642504489922 52.08999782929402, 5.011522446922059 52.08999782929402, 5.011522446922059 52.0949977008444))",5
R19C131,"POLYGON ((5.018402389354195 52.0949977008444, 5.011522446922059 52.0949977008444, 5.011522446922059 52.08999782929402, 5.018402389354195 52.08999782929402, 5.018402389354195 52.0949977008444))",5
R19C133,"POLYGON ((5.032162274218468 52.0949977008444, 5.0252823317863315 52.0949977008444, 5.0252823317863315 52.08999782929402, 5.032162274218468 52.08999782929402, 5.032162274218468 52.0949977008444))",5
R19C134,"POLYGON ((5.039042216650604 52.0949977008444, 5.032162274218468 52.0949977008444, 5.032162274218468 52.08999782929402, 5.039042216650604 52.08999782929402, 5.039042216650604 52.0949977008444))",5
R19C135,"POLYGON ((5.045922159082741 52.0949977008444, 5.039042216650604 52.0949977008444, 5.039042216650604 52.08999782929402, 5.045922159082741 52.08999782929402, 5.045922159082741 52.0949977008444))",5
R19C137,"POLYGON ((5.059682043947014 52.0949977008444, 5.052802101514877 52.0949977008444, 5.052802101514877 52.08999782929402, 5.059682043947014 52.08999782929402, 5.059682043947014 52.0949977008444))",5
R19C138,"POLYGON ((5.06656198637915 52.0949977008444, 5.059682043947014 52.0949977008444, 5.059682043947014 52.08999782929402, 5.06656198637915 52.08999782929402, 5.06656198637915 52.0949977008444))",5
R19C139,"POLYGON ((5.073441928811286 52.0949977008444, 5.06656198637915 52.0949977008444, 5.06656198637915 52.08999782929402, 5.073441928811286 52.08999782929402, 5.073441928811286 52.0949977008444))",5
R19C141,"POLYGON ((5.087201813675559 52.0949977008444, 5.080321871243423 52.0949977008444, 5.080321871243423 52.08999782929402, 5.087201813675559 52.08999782929402, 5.087201813675559 52.0949977008444))",5
R19C142,"POLYGON ((5.094081756107696 52.0949977008444, 5.087201813675559 52.0949977008444, 5.087201813675559 52.08999782929402, 5.094081756107696 52.08999782929402, 5.094081756107696 52.0949977008444))",5
R19C143,"POLYGON ((5.100961698539832 52.0949977008444, 5.094081756107696 52.0949977008444, 5.094081756107696 52.08999782929402, 5.100961698539832 52.08999782929402, 5.100961698539832 52.0949977008444))",5
R19C144,"POLYGON ((5.1078416409719685 52.0949977008444, 5.100961698539832 52.0949977008444, 5.100961698539832 52.08999782929402, 5.1078416409719685 52.08999782929402, 5.1078416409719685 52.0949977008444))",5
R19C145,"POLYGON ((5.114721583404105 52.0949977008444, 5.1078416409719685 52.0949977008444, 5.1078416409719685 52.08999782929402, 5.114721583404105 52.08999782929402, 5.114721583404105 52.0949977008444))",5
R19C146,"POLYGON ((5.121601525836241 52.0949977008444, 5.114721583404105 52.0949977008444, 5.114721583404105 52.08999782929402, 5.121601525836241 52.08999782929402, 5.121601525836241 52.0949977008444))",5
R19C147,"POLYGON ((5.128481468268378 52.0949977008444, 5.121601525836241 52.0949977008444, 5.121601525836241 52.08999782929402, 5.128481468268378 52.08999782929402, 5.128481468268378 52.0949977008444))",5
