,row,column,lat_min,lat_max,lon_min,lon_max,nature,entartainment,transports,art,sport,tourism,security,accessibility
R1C2,1.0,2.0,45.00000374836847,45.005003717259264,11.5000005,11.5075004965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C3,1.0,3.0,45.00000374836847,45.005003717259264,11.5075004965,11.515000493,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C5,1.0,5.0,45.00000374836847,45.005003717259264,11.5225004895,11.530000486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C6,1.0,6.0,45.00000374836847,45.005003717259264,11.530000486,11.5375004825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C7,1.0,7.0,45.00000374836847,45.005003717259264,11.5375004825,11.545000479,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C11,1.0,11.0,45.00000374836847,45.005003717259264,11.5675004685,11.575000465,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
R1C12,1.0,12.0,45.00000374836847,45.005003717259264,11.575000465,11.5825004615,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
R1C16,1.0,16.0,45.00000374836847,45.005003717259264,11.605000451,11.6125004475,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C17,1.0,17.0,45.00000374836847,45.005003717259264,11.6125004475,11.620000444,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
R1C18,1.0,18.0,45.00000374836847,45.005003717259264,11.620000444,11.6275004405,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
R1C19,1.0,19.0,45.00000374836847,45.005003717259264,11.6275004405,11.635000437,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R1C20,1.0,20.0,45.00000374836847,45.005003717259264,11.635000437,11.6425004335,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R1C21,1.0,21.0,45.00000374836847,45.005003717259264,11.6425004335,11.65000043,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0
R1C22,1.0,22.0,45.00000374836847,45.005003717259264,11.65000043,11.6575004265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R1C23,1.0,23.0,45.00000374836847,45.005003717259264,11.6575004265,11.665000423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C25,1.0,25.0,45.00000374836847,45.005003717259264,11.6725004195,11.680000416,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C26,1.0,26.0,45.00000374836847,45.005003717259264,11.680000416,11.6875004125,8.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
R1C27,1.0,27.0,45.00000374836847,45.005003717259264,11.6875004125,11.695000409,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C29,1.0,29.0,45.00000374836847,45.005003717259264,11.7025004055,11.710000402,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C30,1.0,30.0,45.00000374836847,45.005003717259264,11.710000402,11.7175003985,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R1C31,1.0,31.0,45.00000374836847,45.005003717259264,11.7175003985,11.725000395,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C32,1.0,32.0,45.00000374836847,45.005003717259264,11.725000395,11.7325003915,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C33,1.0,33.0,45.00000374836847,45.005003717259264,11.7325003915,11.740000388,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C34,1.0,34.0,45.00000374836847,45.005003717259264,11.740000388,11.7475003845,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C35,1.0,35.0,45.00000374836847,45.005003717259264,11.7475003845,11.755000381,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C36,1.0,36.0,45.00000374836847,45.005003717259264,11.755000381,11.7625003775,39.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R1C37,1.0,37.0,45.00000374836847,45.005003717259264,11.7625003775,11.770000374,34.0,0.0,47.0,1.0,0.0,2.0,0.0,0.0
R1C38,1.0,38.0,45.00000374836847,45.005003717259264,11.770000374,11.7775003705,16.0,1.0,23.0,4.0,0.0,2.0,0.0,0.0
R1C39,1.0,39.0,45.00000374836847,45.005003717259264,11.7775003705,11.785000367,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C40,1.0,40.0,45.00000374836847,45.005003717259264,11.785000367,11.7925003635,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C41,1.0,41.0,45.00000374836847,45.005003717259264,11.7925003635,11.80000036,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C42,1.0,42.0,45.00000374836847,45.005003717259264,11.80000036,11.8075003565,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C43,1.0,43.0,45.00000374836847,45.005003717259264,11.8075003565,11.815000353,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C44,1.0,44.0,45.00000374836847,45.005003717259264,11.815000353,11.8225003495,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C45,1.0,45.0,45.00000374836847,45.005003717259264,11.8225003495,11.830000346,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C46,1.0,46.0,45.00000374836847,45.005003717259264,11.830000346,11.8375003425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C47,1.0,47.0,45.00000374836847,45.005003717259264,11.8375003425,11.845000339,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C48,1.0,48.0,45.00000374836847,45.005003717259264,11.845000339,11.8525003355,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
R1C49,1.0,49.0,45.00000374836847,45.005003717259264,11.8525003355,11.860000332,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C50,1.0,50.0,45.00000374836847,45.005003717259264,11.860000332,11.8675003285,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C51,1.0,51.0,45.00000374836847,45.005003717259264,11.8675003285,11.875000325,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C52,1.0,52.0,45.00000374836847,45.005003717259264,11.875000325,11.8825003215,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C53,1.0,53.0,45.00000374836847,45.005003717259264,11.8825003215,11.890000318,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C54,1.0,54.0,45.00000374836847,45.005003717259264,11.890000318,11.8975003145,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C55,1.0,55.0,45.00000374836847,45.005003717259264,11.8975003145,11.905000311,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C56,1.0,56.0,45.00000374836847,45.005003717259264,11.905000311,11.9125003075,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C57,1.0,57.0,45.00000374836847,45.005003717259264,11.9125003075,11.920000304,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C58,1.0,58.0,45.00000374836847,45.005003717259264,11.920000304,11.9275003005,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C59,1.0,59.0,45.00000374836847,45.005003717259264,11.9275003005,11.935000297,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C60,1.0,60.0,45.00000374836847,45.005003717259264,11.935000297,11.9425002935,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C61,1.0,61.0,45.00000374836847,45.005003717259264,11.9425002935,11.95000029,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C62,1.0,62.0,45.00000374836847,45.005003717259264,11.95000029,11.9575002865,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C63,1.0,63.0,45.00000374836847,45.005003717259264,11.9575002865,11.965000283,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C64,1.0,64.0,45.00000374836847,45.005003717259264,11.965000283,11.9725002795,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C65,1.0,65.0,45.00000374836847,45.005003717259264,11.9725002795,11.980000276,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C66,1.0,66.0,45.00000374836847,45.005003717259264,11.980000276,11.9875002725,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C67,1.0,67.0,45.00000374836847,45.005003717259264,11.9875002725,11.995000269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C68,1.0,68.0,45.00000374836847,45.005003717259264,11.995000269,12.0025002655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C69,1.0,69.0,45.00000374836847,45.005003717259264,12.0025002655,12.010000262,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C70,1.0,70.0,45.00000374836847,45.005003717259264,12.010000262,12.0175002585,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C71,1.0,71.0,45.00000374836847,45.005003717259264,12.0175002585,12.025000255,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C72,1.0,72.0,45.00000374836847,45.005003717259264,12.025000255,12.0325002515,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C73,1.0,73.0,45.00000374836847,45.005003717259264,12.0325002515,12.040000248,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C74,1.0,74.0,45.00000374836847,45.005003717259264,12.040000248,12.0475002445,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C75,1.0,75.0,45.00000374836847,45.005003717259264,12.0475002445,12.055000241,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C76,1.0,76.0,45.00000374836847,45.005003717259264,12.055000241,12.0625002375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C77,1.0,77.0,45.00000374836847,45.005003717259264,12.0625002375,12.070000234,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C78,1.0,78.0,45.00000374836847,45.005003717259264,12.070000234,12.0775002305,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R1C79,1.0,79.0,45.00000374836847,45.005003717259264,12.0775002305,12.085000227,6.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
R1C80,1.0,80.0,45.00000374836847,45.005003717259264,12.085000227,12.0925002235,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R1C81,1.0,81.0,45.00000374836847,45.005003717259264,12.0925002235,12.10000022,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R1C82,1.0,82.0,45.00000374836847,45.005003717259264,12.10000022,12.1075002165,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C83,1.0,83.0,45.00000374836847,45.005003717259264,12.1075002165,12.115000213,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C84,1.0,84.0,45.00000374836847,45.005003717259264,12.115000213,12.1225002095,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C85,1.0,85.0,45.00000374836847,45.005003717259264,12.1225002095,12.130000206,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R1C86,1.0,86.0,45.00000374836847,45.005003717259264,12.130000206,12.1375002025,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R1C87,1.0,87.0,45.00000374836847,45.005003717259264,12.1375002025,12.145000199,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C88,1.0,88.0,45.00000374836847,45.005003717259264,12.145000199,12.1525001955,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C89,1.0,89.0,45.00000374836847,45.005003717259264,12.1525001955,12.160000192,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C90,1.0,90.0,45.00000374836847,45.005003717259264,12.160000192,12.1675001885,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C91,1.0,91.0,45.00000374836847,45.005003717259264,12.1675001885,12.175000185,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C92,1.0,92.0,45.00000374836847,45.005003717259264,12.175000185,12.1825001815,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C93,1.0,93.0,45.00000374836847,45.005003717259264,12.1825001815,12.190000178,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C94,1.0,94.0,45.00000374836847,45.005003717259264,12.190000178,12.1975001745,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C95,1.0,95.0,45.00000374836847,45.005003717259264,12.1975001745,12.205000171,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R1C96,1.0,96.0,45.00000374836847,45.005003717259264,12.205000171,12.2125001675,5.0,0.0,21.0,1.0,4.0,0.0,0.0,0.0
R1C97,1.0,97.0,45.00000374836847,45.005003717259264,12.2125001675,12.220000164,6.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
R1C98,1.0,98.0,45.00000374836847,45.005003717259264,12.220000164,12.2275001605,8.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
R1C99,1.0,99.0,45.00000374836847,45.005003717259264,12.2275001605,12.235000157,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R1C101,1.0,101.0,45.00000374836847,45.005003717259264,12.2425001535,12.25000015,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C102,1.0,102.0,45.00000374836847,45.005003717259264,12.25000015,12.2575001465,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C103,1.0,103.0,45.00000374836847,45.005003717259264,12.2575001465,12.265000143,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C104,1.0,104.0,45.00000374836847,45.005003717259264,12.265000143,12.2725001395,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C106,1.0,106.0,45.00000374836847,45.005003717259264,12.280000136,12.2875001325,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C107,1.0,107.0,45.00000374836847,45.005003717259264,12.2875001325,12.295000129,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C108,1.0,108.0,45.00000374836847,45.005003717259264,12.295000129,12.3025001255,7.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
R1C110,1.0,110.0,45.00000374836847,45.005003717259264,12.310000122,12.3175001185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C111,1.0,111.0,45.00000374836847,45.005003717259264,12.3175001185,12.325000115,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C112,1.0,112.0,45.00000374836847,45.005003717259264,12.325000115,12.3325001115,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C113,1.0,113.0,45.00000374836847,45.005003717259264,12.3325001115,12.340000108,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C114,1.0,114.0,45.00000374836847,45.005003717259264,12.340000108,12.3475001045,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C115,1.0,115.0,45.00000374836847,45.005003717259264,12.3475001045,12.355000101,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C116,1.0,116.0,45.00000374836847,45.005003717259264,12.355000101,12.3625000975,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C117,1.0,117.0,45.00000374836847,45.005003717259264,12.3625000975,12.370000094,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C118,1.0,118.0,45.00000374836847,45.005003717259264,12.370000094,12.3775000905,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C119,1.0,119.0,45.00000374836847,45.005003717259264,12.3775000905,12.385000087,35.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R1C120,1.0,120.0,45.00000374836847,45.005003717259264,12.385000087,12.3925000835,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R1C121,1.0,121.0,45.00000374836847,45.005003717259264,12.3925000835,12.40000008,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R1C122,1.0,122.0,45.00000374836847,45.005003717259264,12.40000008,12.4075000765,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R1C123,1.0,123.0,45.00000374836847,45.005003717259264,12.4075000765,12.415000073,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C124,1.0,124.0,45.00000374836847,45.005003717259264,12.415000073,12.4225000695,9.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0
R1C125,1.0,125.0,45.00000374836847,45.005003717259264,12.4225000695,12.430000066,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R1C126,1.0,126.0,45.00000374836847,45.005003717259264,12.430000066,12.4375000625,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1C127,1.0,127.0,45.00000374836847,45.005003717259264,12.4375000625,12.445000059,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R1C130,1.0,130.0,45.00000374836847,45.005003717259264,12.460000052,12.4675000485,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C2,2.0,2.0,45.005003717259264,45.01000368615006,11.5000005,11.5075004965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C3,2.0,3.0,45.005003717259264,45.01000368615006,11.5075004965,11.515000493,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R2C4,2.0,4.0,45.005003717259264,45.01000368615006,11.515000493,11.5225004895,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C8,2.0,8.0,45.005003717259264,45.01000368615006,11.545000479,11.5525004755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C9,2.0,9.0,45.005003717259264,45.01000368615006,11.5525004755,11.560000472,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C10,2.0,10.0,45.005003717259264,45.01000368615006,11.560000472,11.5675004685,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
R2C11,2.0,11.0,45.005003717259264,45.01000368615006,11.5675004685,11.575000465,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C16,2.0,16.0,45.005003717259264,45.01000368615006,11.605000451,11.6125004475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C20,2.0,20.0,45.005003717259264,45.01000368615006,11.635000437,11.6425004335,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C21,2.0,21.0,45.005003717259264,45.01000368615006,11.6425004335,11.65000043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C22,2.0,22.0,45.005003717259264,45.01000368615006,11.65000043,11.6575004265,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C23,2.0,23.0,45.005003717259264,45.01000368615006,11.6575004265,11.665000423,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
R2C24,2.0,24.0,45.005003717259264,45.01000368615006,11.665000423,11.6725004195,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R2C25,2.0,25.0,45.005003717259264,45.01000368615006,11.6725004195,11.680000416,14.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
R2C26,2.0,26.0,45.005003717259264,45.01000368615006,11.680000416,11.6875004125,1.0,0.0,8.0,1.0,0.0,1.0,0.0,4.0
R2C27,2.0,27.0,45.005003717259264,45.01000368615006,11.6875004125,11.695000409,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
R2C28,2.0,28.0,45.005003717259264,45.01000368615006,11.695000409,11.7025004055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C29,2.0,29.0,45.005003717259264,45.01000368615006,11.7025004055,11.710000402,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C30,2.0,30.0,45.005003717259264,45.01000368615006,11.710000402,11.7175003985,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C31,2.0,31.0,45.005003717259264,45.01000368615006,11.7175003985,11.725000395,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C32,2.0,32.0,45.005003717259264,45.01000368615006,11.725000395,11.7325003915,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C33,2.0,33.0,45.005003717259264,45.01000368615006,11.7325003915,11.740000388,11.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
R2C34,2.0,34.0,45.005003717259264,45.01000368615006,11.740000388,11.7475003845,8.0,0.0,20.0,3.0,3.0,0.0,1.0,0.0
R2C35,2.0,35.0,45.005003717259264,45.01000368615006,11.7475003845,11.755000381,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R2C36,2.0,36.0,45.005003717259264,45.01000368615006,11.755000381,11.7625003775,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C37,2.0,37.0,45.005003717259264,45.01000368615006,11.7625003775,11.770000374,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R2C38,2.0,38.0,45.005003717259264,45.01000368615006,11.770000374,11.7775003705,21.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R2C39,2.0,39.0,45.005003717259264,45.01000368615006,11.7775003705,11.785000367,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C40,2.0,40.0,45.005003717259264,45.01000368615006,11.785000367,11.7925003635,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C41,2.0,41.0,45.005003717259264,45.01000368615006,11.7925003635,11.80000036,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C42,2.0,42.0,45.005003717259264,45.01000368615006,11.80000036,11.8075003565,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R2C43,2.0,43.0,45.005003717259264,45.01000368615006,11.8075003565,11.815000353,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C44,2.0,44.0,45.005003717259264,45.01000368615006,11.815000353,11.8225003495,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C45,2.0,45.0,45.005003717259264,45.01000368615006,11.8225003495,11.830000346,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C46,2.0,46.0,45.005003717259264,45.01000368615006,11.830000346,11.8375003425,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C47,2.0,47.0,45.005003717259264,45.01000368615006,11.8375003425,11.845000339,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C48,2.0,48.0,45.005003717259264,45.01000368615006,11.845000339,11.8525003355,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C49,2.0,49.0,45.005003717259264,45.01000368615006,11.8525003355,11.860000332,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C50,2.0,50.0,45.005003717259264,45.01000368615006,11.860000332,11.8675003285,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C51,2.0,51.0,45.005003717259264,45.01000368615006,11.8675003285,11.875000325,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C52,2.0,52.0,45.005003717259264,45.01000368615006,11.875000325,11.8825003215,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C53,2.0,53.0,45.005003717259264,45.01000368615006,11.8825003215,11.890000318,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C54,2.0,54.0,45.005003717259264,45.01000368615006,11.890000318,11.8975003145,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C55,2.0,55.0,45.005003717259264,45.01000368615006,11.8975003145,11.905000311,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R2C56,2.0,56.0,45.005003717259264,45.01000368615006,11.905000311,11.9125003075,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C57,2.0,57.0,45.005003717259264,45.01000368615006,11.9125003075,11.920000304,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
R2C58,2.0,58.0,45.005003717259264,45.01000368615006,11.920000304,11.9275003005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C59,2.0,59.0,45.005003717259264,45.01000368615006,11.9275003005,11.935000297,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C60,2.0,60.0,45.005003717259264,45.01000368615006,11.935000297,11.9425002935,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C61,2.0,61.0,45.005003717259264,45.01000368615006,11.9425002935,11.95000029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C62,2.0,62.0,45.005003717259264,45.01000368615006,11.95000029,11.9575002865,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C63,2.0,63.0,45.005003717259264,45.01000368615006,11.9575002865,11.965000283,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C64,2.0,64.0,45.005003717259264,45.01000368615006,11.965000283,11.9725002795,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C65,2.0,65.0,45.005003717259264,45.01000368615006,11.9725002795,11.980000276,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C66,2.0,66.0,45.005003717259264,45.01000368615006,11.980000276,11.9875002725,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C67,2.0,67.0,45.005003717259264,45.01000368615006,11.9875002725,11.995000269,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C68,2.0,68.0,45.005003717259264,45.01000368615006,11.995000269,12.0025002655,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C69,2.0,69.0,45.005003717259264,45.01000368615006,12.0025002655,12.010000262,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C70,2.0,70.0,45.005003717259264,45.01000368615006,12.010000262,12.0175002585,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C71,2.0,71.0,45.005003717259264,45.01000368615006,12.0175002585,12.025000255,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C72,2.0,72.0,45.005003717259264,45.01000368615006,12.025000255,12.0325002515,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C73,2.0,73.0,45.005003717259264,45.01000368615006,12.0325002515,12.040000248,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R2C74,2.0,74.0,45.005003717259264,45.01000368615006,12.040000248,12.0475002445,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C75,2.0,75.0,45.005003717259264,45.01000368615006,12.0475002445,12.055000241,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C76,2.0,76.0,45.005003717259264,45.01000368615006,12.055000241,12.0625002375,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2C77,2.0,77.0,45.005003717259264,45.01000368615006,12.0625002375,12.070000234,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R2C78,2.0,78.0,45.005003717259264,45.01000368615006,12.070000234,12.0775002305,6.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
R2C79,2.0,79.0,45.005003717259264,45.01000368615006,12.0775002305,12.085000227,8.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0
R2C80,2.0,80.0,45.005003717259264,45.01000368615006,12.085000227,12.0925002235,6.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
R2C81,2.0,81.0,45.005003717259264,45.01000368615006,12.0925002235,12.10000022,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
R2C82,2.0,82.0,45.005003717259264,45.01000368615006,12.10000022,12.1075002165,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R2C83,2.0,83.0,45.005003717259264,45.01000368615006,12.1075002165,12.115000213,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R2C84,2.0,84.0,45.005003717259264,45.01000368615006,12.115000213,12.1225002095,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
