,row,column,lat_min,lat_max,lon_min,lon_max,nature,entartainment,transports,art,sport,tourism,security,accessibility
R190C146,190.0,146.0,45.94499786872837,45.949997837619165,12.579999996,12.5874999925,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R190C147,190.0,147.0,45.94499786872837,45.949997837619165,12.5874999925,12.594999989,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R190C148,190.0,148.0,45.94499786872837,45.949997837619165,12.594999989,12.6024999855,6.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0
R190C149,190.0,149.0,45.94499786872837,45.949997837619165,12.6024999855,12.609999982,4.0,0.0,36.0,3.0,1.0,6.0,1.0,2.0
R190C150,190.0,150.0,45.94499786872837,45.949997837619165,12.609999982,12.6174999785,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R190C151,190.0,151.0,45.94499786872837,45.949997837619165,12.6174999785,12.624999975,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
R190C152,190.0,152.0,45.94499786872837,45.949997837619165,12.624999975,12.6324999715,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R190C153,190.0,153.0,45.94499786872837,45.949997837619165,12.6324999715,12.639999968,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R190C154,190.0,154.0,45.94499786872837,45.949997837619165,12.639999968,12.6474999645,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R190C155,190.0,155.0,45.94499786872837,45.949997837619165,12.6474999645,12.654999961,9.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0
R190C156,190.0,156.0,45.94499786872837,45.949997837619165,12.654999961,12.6624999575,12.0,3.0,78.0,3.0,2.0,0.0,2.0,1.0
R190C157,190.0,157.0,45.94499786872837,45.949997837619165,12.6624999575,12.669999954,2.0,1.0,81.0,0.0,0.0,0.0,1.0,1.0
R190C158,190.0,158.0,45.94499786872837,45.949997837619165,12.669999954,12.6774999505,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
R190C159,190.0,159.0,45.94499786872837,45.949997837619165,12.6774999505,12.684999947,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0
R190C160,190.0,160.0,45.94499786872837,45.949997837619165,12.684999947,12.6924999435,2.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0
R190C161,190.0,161.0,45.94499786872837,45.949997837619165,12.6924999435,12.69999994,2.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
R190C162,190.0,162.0,45.94499786872837,45.949997837619165,12.69999994,12.7074999365,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R190C163,190.0,163.0,45.94499786872837,45.949997837619165,12.7074999365,12.714999933,3.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0
R190C164,190.0,164.0,45.94499786872837,45.949997837619165,12.714999933,12.7224999295,6.0,3.0,68.0,1.0,0.0,0.0,1.0,0.0
R190C165,190.0,165.0,45.94499786872837,45.949997837619165,12.7224999295,12.729999926,7.0,35.0,50.0,0.0,0.0,0.0,1.0,0.0
R190C166,190.0,166.0,45.94499786872837,45.949997837619165,12.729999926,12.7374999225,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0
R190C167,190.0,167.0,45.94499786872837,45.949997837619165,12.7374999225,12.744999919,5.0,4.0,31.0,0.0,0.0,0.0,0.0,2.0
R190C168,190.0,168.0,45.94499786872837,45.949997837619165,12.744999919,12.7524999155,3.0,2.0,11.0,2.0,0.0,0.0,0.0,1.0
R190C169,190.0,169.0,45.94499786872837,45.949997837619165,12.7524999155,12.759999912,4.0,2.0,51.0,4.0,0.0,0.0,1.0,2.0
R190C170,190.0,170.0,45.94499786872837,45.949997837619165,12.759999912,12.7674999085,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R190C171,190.0,171.0,45.94499786872837,45.949997837619165,12.7674999085,12.774999905,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R190C172,190.0,172.0,45.94499786872837,45.949997837619165,12.774999905,12.7824999015,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R190C173,190.0,173.0,45.94499786872837,45.949997837619165,12.7824999015,12.789999898,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
R190C174,190.0,174.0,45.94499786872837,45.949997837619165,12.789999898,12.7974998945,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R190C175,190.0,175.0,45.94499786872837,45.949997837619165,12.7974998945,12.804999891,4.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0
R190C176,190.0,176.0,45.94499786872837,45.949997837619165,12.804999891,12.8124998875,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R190C177,190.0,177.0,45.94499786872837,45.949997837619165,12.8124998875,12.819999884,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R190C178,190.0,178.0,45.94499786872837,45.949997837619165,12.819999884,12.8274998805,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R190C179,190.0,179.0,45.94499786872837,45.949997837619165,12.8274998805,12.834999877,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R190C180,190.0,180.0,45.94499786872837,45.949997837619165,12.834999877,12.8424998735,2.0,5.0,23.0,0.0,10.0,1.0,0.0,3.0
R190C181,190.0,181.0,45.94499786872837,45.949997837619165,12.8424998735,12.84999987,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R190C182,190.0,182.0,45.94499786872837,45.949997837619165,12.84999987,12.8574998665,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R190C183,190.0,183.0,45.94499786872837,45.949997837619165,12.8574998665,12.864999863,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R190C184,190.0,184.0,45.94499786872837,45.949997837619165,12.864999863,12.8724998595,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R190C185,190.0,185.0,45.94499786872837,45.949997837619165,12.8724998595,12.879999856,30.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0
R190C186,190.0,186.0,45.94499786872837,45.949997837619165,12.879999856,12.8874998525,29.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
R190C187,190.0,187.0,45.94499786872837,45.949997837619165,12.8874998525,12.894999849,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R190C188,190.0,188.0,45.94499786872837,45.949997837619165,12.894999849,12.9024998455,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R190C189,190.0,189.0,45.94499786872837,45.949997837619165,12.9024998455,12.909999842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R190C190,190.0,190.0,45.94499786872837,45.949997837619165,12.909999842,12.9174998385,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R190C191,190.0,191.0,45.94499786872837,45.949997837619165,12.9174998385,12.924999835,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
R190C192,190.0,192.0,45.94499786872837,45.949997837619165,12.924999835,12.9324998315,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R190C193,190.0,193.0,45.94499786872837,45.949997837619165,12.9324998315,12.939999828,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R190C194,190.0,194.0,45.94499786872837,45.949997837619165,12.939999828,12.9474998245,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R190C195,190.0,195.0,45.94499786872837,45.949997837619165,12.9474998245,12.954999821,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R190C196,190.0,196.0,45.94499786872837,45.949997837619165,12.954999821,12.9624998175,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R190C197,190.0,197.0,45.94499786872837,45.949997837619165,12.9624998175,12.969999814,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R190C198,190.0,198.0,45.94499786872837,45.949997837619165,12.969999814,12.9774998105,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
R190C199,190.0,199.0,45.94499786872837,45.949997837619165,12.9774998105,12.984999807,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R190C200,190.0,200.0,45.94499786872837,45.949997837619165,12.984999807,12.9924998035,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R191C2,191.0,2.0,45.949997837619165,45.95499780650996,11.5000005,11.5075004965,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C3,191.0,3.0,45.949997837619165,45.95499780650996,11.5075004965,11.515000493,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C5,191.0,5.0,45.949997837619165,45.95499780650996,11.5225004895,11.530000486,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C6,191.0,6.0,45.949997837619165,45.95499780650996,11.530000486,11.5375004825,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C7,191.0,7.0,45.949997837619165,45.95499780650996,11.5375004825,11.545000479,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
R191C8,191.0,8.0,45.949997837619165,45.95499780650996,11.545000479,11.5525004755,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C9,191.0,9.0,45.949997837619165,45.95499780650996,11.5525004755,11.560000472,101.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C10,191.0,10.0,45.949997837619165,45.95499780650996,11.560000472,11.5675004685,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C12,191.0,12.0,45.949997837619165,45.95499780650996,11.575000465,11.5825004615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C13,191.0,13.0,45.949997837619165,45.95499780650996,11.5825004615,11.590000458,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C14,191.0,14.0,45.949997837619165,45.95499780650996,11.590000458,11.5975004545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C15,191.0,15.0,45.949997837619165,45.95499780650996,11.5975004545,11.605000451,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C16,191.0,16.0,45.949997837619165,45.95499780650996,11.605000451,11.6125004475,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C17,191.0,17.0,45.949997837619165,45.95499780650996,11.6125004475,11.620000444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C18,191.0,18.0,45.949997837619165,45.95499780650996,11.620000444,11.6275004405,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C20,191.0,20.0,45.949997837619165,45.95499780650996,11.635000437,11.6425004335,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
R191C21,191.0,21.0,45.949997837619165,45.95499780650996,11.6425004335,11.65000043,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C22,191.0,22.0,45.949997837619165,45.95499780650996,11.65000043,11.6575004265,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C23,191.0,23.0,45.949997837619165,45.95499780650996,11.6575004265,11.665000423,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C24,191.0,24.0,45.949997837619165,45.95499780650996,11.665000423,11.6725004195,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
R191C25,191.0,25.0,45.949997837619165,45.95499780650996,11.6725004195,11.680000416,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C26,191.0,26.0,45.949997837619165,45.95499780650996,11.680000416,11.6875004125,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C27,191.0,27.0,45.949997837619165,45.95499780650996,11.6875004125,11.695000409,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
R191C28,191.0,28.0,45.949997837619165,45.95499780650996,11.695000409,11.7025004055,18.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
R191C29,191.0,29.0,45.949997837619165,45.95499780650996,11.7025004055,11.710000402,8.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
R191C30,191.0,30.0,45.949997837619165,45.95499780650996,11.710000402,11.7175003985,27.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0
R191C31,191.0,31.0,45.949997837619165,45.95499780650996,11.7175003985,11.725000395,24.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
R191C32,191.0,32.0,45.949997837619165,45.95499780650996,11.725000395,11.7325003915,51.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
R191C33,191.0,33.0,45.949997837619165,45.95499780650996,11.7325003915,11.740000388,13.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
R191C34,191.0,34.0,45.949997837619165,45.95499780650996,11.740000388,11.7475003845,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C35,191.0,35.0,45.949997837619165,45.95499780650996,11.7475003845,11.755000381,3.0,1.0,29.0,2.0,0.0,0.0,0.0,7.0
R191C36,191.0,36.0,45.949997837619165,45.95499780650996,11.755000381,11.7625003775,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0
R191C37,191.0,37.0,45.949997837619165,45.95499780650996,11.7625003775,11.770000374,1.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0
R191C38,191.0,38.0,45.949997837619165,45.95499780650996,11.770000374,11.7775003705,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C39,191.0,39.0,45.949997837619165,45.95499780650996,11.7775003705,11.785000367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C42,191.0,42.0,45.949997837619165,45.95499780650996,11.80000036,11.8075003565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C43,191.0,43.0,45.949997837619165,45.95499780650996,11.8075003565,11.815000353,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C44,191.0,44.0,45.949997837619165,45.95499780650996,11.815000353,11.8225003495,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C45,191.0,45.0,45.949997837619165,45.95499780650996,11.8225003495,11.830000346,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
R191C46,191.0,46.0,45.949997837619165,45.95499780650996,11.830000346,11.8375003425,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C47,191.0,47.0,45.949997837619165,45.95499780650996,11.8375003425,11.845000339,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C48,191.0,48.0,45.949997837619165,45.95499780650996,11.845000339,11.8525003355,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C49,191.0,49.0,45.949997837619165,45.95499780650996,11.8525003355,11.860000332,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
R191C51,191.0,51.0,45.949997837619165,45.95499780650996,11.8675003285,11.875000325,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
R191C52,191.0,52.0,45.949997837619165,45.95499780650996,11.875000325,11.8825003215,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C53,191.0,53.0,45.949997837619165,45.95499780650996,11.8825003215,11.890000318,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C54,191.0,54.0,45.949997837619165,45.95499780650996,11.890000318,11.8975003145,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
R191C55,191.0,55.0,45.949997837619165,45.95499780650996,11.8975003145,11.905000311,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
R191C56,191.0,56.0,45.949997837619165,45.95499780650996,11.905000311,11.9125003075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C58,191.0,58.0,45.949997837619165,45.95499780650996,11.920000304,11.9275003005,4.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0
R191C59,191.0,59.0,45.949997837619165,45.95499780650996,11.9275003005,11.935000297,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C60,191.0,60.0,45.949997837619165,45.95499780650996,11.935000297,11.9425002935,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C62,191.0,62.0,45.949997837619165,45.95499780650996,11.95000029,11.9575002865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C63,191.0,63.0,45.949997837619165,45.95499780650996,11.9575002865,11.965000283,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C64,191.0,64.0,45.949997837619165,45.95499780650996,11.965000283,11.9725002795,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C65,191.0,65.0,45.949997837619165,45.95499780650996,11.9725002795,11.980000276,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C66,191.0,66.0,45.949997837619165,45.95499780650996,11.980000276,11.9875002725,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C67,191.0,67.0,45.949997837619165,45.95499780650996,11.9875002725,11.995000269,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C68,191.0,68.0,45.949997837619165,45.95499780650996,11.995000269,12.0025002655,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C69,191.0,69.0,45.949997837619165,45.95499780650996,12.0025002655,12.010000262,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C70,191.0,70.0,45.949997837619165,45.95499780650996,12.010000262,12.0175002585,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C71,191.0,71.0,45.949997837619165,45.95499780650996,12.0175002585,12.025000255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C72,191.0,72.0,45.949997837619165,45.95499780650996,12.025000255,12.0325002515,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C73,191.0,73.0,45.949997837619165,45.95499780650996,12.0325002515,12.040000248,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C74,191.0,74.0,45.949997837619165,45.95499780650996,12.040000248,12.0475002445,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C75,191.0,75.0,45.949997837619165,45.95499780650996,12.0475002445,12.055000241,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
R191C76,191.0,76.0,45.949997837619165,45.95499780650996,12.055000241,12.0625002375,5.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0
R191C77,191.0,77.0,45.949997837619165,45.95499780650996,12.0625002375,12.070000234,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C78,191.0,78.0,45.949997837619165,45.95499780650996,12.070000234,12.0775002305,3.0,0.0,6.0,2.0,0.0,3.0,0.0,1.0
R191C79,191.0,79.0,45.949997837619165,45.95499780650996,12.0775002305,12.085000227,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C80,191.0,80.0,45.949997837619165,45.95499780650996,12.085000227,12.0925002235,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C81,191.0,81.0,45.949997837619165,45.95499780650996,12.0925002235,12.10000022,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R191C82,191.0,82.0,45.949997837619165,45.95499780650996,12.10000022,12.1075002165,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C83,191.0,83.0,45.949997837619165,45.95499780650996,12.1075002165,12.115000213,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
R191C84,191.0,84.0,45.949997837619165,45.95499780650996,12.115000213,12.1225002095,17.0,6.0,74.0,2.0,3.0,4.0,1.0,3.0
R191C85,191.0,85.0,45.949997837619165,45.95499780650996,12.1225002095,12.130000206,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
R191C86,191.0,86.0,45.949997837619165,45.95499780650996,12.130000206,12.1375002025,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C87,191.0,87.0,45.949997837619165,45.95499780650996,12.1375002025,12.145000199,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C88,191.0,88.0,45.949997837619165,45.95499780650996,12.145000199,12.1525001955,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C89,191.0,89.0,45.949997837619165,45.95499780650996,12.1525001955,12.160000192,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C90,191.0,90.0,45.949997837619165,45.95499780650996,12.160000192,12.1675001885,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C91,191.0,91.0,45.949997837619165,45.95499780650996,12.1675001885,12.175000185,5.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0
R191C92,191.0,92.0,45.949997837619165,45.95499780650996,12.175000185,12.1825001815,8.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
R191C93,191.0,93.0,45.949997837619165,45.95499780650996,12.1825001815,12.190000178,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C94,191.0,94.0,45.949997837619165,45.95499780650996,12.190000178,12.1975001745,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
R191C95,191.0,95.0,45.949997837619165,45.95499780650996,12.1975001745,12.205000171,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C96,191.0,96.0,45.949997837619165,45.95499780650996,12.205000171,12.2125001675,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C97,191.0,97.0,45.949997837619165,45.95499780650996,12.2125001675,12.220000164,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C98,191.0,98.0,45.949997837619165,45.95499780650996,12.220000164,12.2275001605,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R191C99,191.0,99.0,45.949997837619165,45.95499780650996,12.2275001605,12.235000157,18.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0
R191C100,191.0,100.0,45.949997837619165,45.95499780650996,12.235000157,12.2425001535,16.0,1.0,29.0,2.0,0.0,0.0,0.0,9.0
R191C101,191.0,101.0,45.949997837619165,45.95499780650996,12.2425001535,12.25000015,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C102,191.0,102.0,45.949997837619165,45.95499780650996,12.25000015,12.2575001465,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R191C103,191.0,103.0,45.949997837619165,45.95499780650996,12.2575001465,12.265000143,20.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
R191C104,191.0,104.0,45.949997837619165,45.95499780650996,12.265000143,12.2725001395,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C105,191.0,105.0,45.949997837619165,45.95499780650996,12.2725001395,12.280000136,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C106,191.0,106.0,45.949997837619165,45.95499780650996,12.280000136,12.2875001325,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C107,191.0,107.0,45.949997837619165,45.95499780650996,12.2875001325,12.295000129,8.0,0.0,14.0,2.0,4.0,1.0,0.0,0.0
R191C108,191.0,108.0,45.949997837619165,45.95499780650996,12.295000129,12.3025001255,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R191C109,191.0,109.0,45.949997837619165,45.95499780650996,12.3025001255,12.310000122,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C110,191.0,110.0,45.949997837619165,45.95499780650996,12.310000122,12.3175001185,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R191C111,191.0,111.0,45.949997837619165,45.95499780650996,12.3175001185,12.325000115,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R191C112,191.0,112.0,45.949997837619165,45.95499780650996,12.325000115,12.3325001115,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
R191C113,191.0,113.0,45.949997837619165,45.95499780650996,12.3325001115,12.340000108,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R191C114,191.0,114.0,45.949997837619165,45.95499780650996,12.340000108,12.3475001045,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R191C115,191.0,115.0,45.949997837619165,45.95499780650996,12.3475001045,12.355000101,0.0,0.0,17.0,3.0,1.0,0.0,0.0,1.0
R191C116,191.0,116.0,45.949997837619165,45.95499780650996,12.355000101,12.3625000975,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0
R191C117,191.0,117.0,45.949997837619165,45.95499780650996,12.3625000975,12.370000094,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0
R191C118,191.0,118.0,45.949997837619165,45.95499780650996,12.370000094,12.3775000905,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
R191C119,191.0,119.0,45.949997837619165,45.95499780650996,12.3775000905,12.385000087,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0
R191C120,191.0,120.0,45.949997837619165,45.95499780650996,12.385000087,12.3925000835,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0
R191C121,191.0,121.0,45.949997837619165,45.95499780650996,12.3925000835,12.40000008,1.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0
R191C122,191.0,122.0,45.949997837619165,45.95499780650996,12.40000008,12.4075000765,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R191C123,191.0,123.0,45.949997837619165,45.95499780650996,12.4075000765,12.415000073,0.0,0.0,50.0,1.0,6.0,0.0,0.0,0.0
R191C124,191.0,124.0,45.949997837619165,45.95499780650996,12.415000073,12.4225000695,3.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0
R191C125,191.0,125.0,45.949997837619165,45.95499780650996,12.4225000695,12.430000066,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
R191C126,191.0,126.0,45.949997837619165,45.95499780650996,12.430000066,12.4375000625,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C127,191.0,127.0,45.949997837619165,45.95499780650996,12.4375000625,12.445000059,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C128,191.0,128.0,45.949997837619165,45.95499780650996,12.445000059,12.4525000555,1.0,3.0,13.0,2.0,1.0,1.0,0.0,2.0
R191C129,191.0,129.0,45.949997837619165,45.95499780650996,12.4525000555,12.460000052,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
R191C130,191.0,130.0,45.949997837619165,45.95499780650996,12.460000052,12.4675000485,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R191C131,191.0,131.0,45.949997837619165,45.95499780650996,12.4675000485,12.475000045,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C132,191.0,132.0,45.949997837619165,45.95499780650996,12.475000045,12.4825000415,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0
R191C133,191.0,133.0,45.949997837619165,45.95499780650996,12.4825000415,12.490000038,1.0,1.0,25.0,0.0,1.0,0.0,0.0,2.0
R191C134,191.0,134.0,45.949997837619165,45.95499780650996,12.490000038,12.4975000345,7.0,13.0,81.0,0.0,3.0,2.0,1.0,4.0
R191C135,191.0,135.0,45.949997837619165,45.95499780650996,12.4975000345,12.505000031,15.0,60.0,191.0,4.0,3.0,3.0,4.0,13.0
R191C136,191.0,136.0,45.949997837619165,45.95499780650996,12.505000031,12.5125000275,7.0,2.0,84.0,1.0,2.0,2.0,0.0,2.0
R191C137,191.0,137.0,45.949997837619165,45.95499780650996,12.5125000275,12.520000024,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R191C138,191.0,138.0,45.949997837619165,45.95499780650996,12.520000024,12.5275000205,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R191C139,191.0,139.0,45.949997837619165,45.95499780650996,12.5275000205,12.535000017,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C140,191.0,140.0,45.949997837619165,45.95499780650996,12.535000017,12.5425000135,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R191C141,191.0,141.0,45.949997837619165,45.95499780650996,12.5425000135,12.55000001,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R191C142,191.0,142.0,45.949997837619165,45.95499780650996,12.55000001,12.5575000065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
