,geometry,cluster
R114C64,"POLYGON ((1.872516623354895 41.57048234169693, 1.8650168206056608 41.57048234169693, 1.8650168206056608 41.566650766600375, 1.872516623354895 41.566650766600375, 1.872516623354895 41.57048234169693))",1
R114C65,"POLYGON ((1.8800164261041294 41.57048234169693, 1.872516623354895 41.57048234169693, 1.872516623354895 41.566650766600375, 1.8800164261041294 41.566650766600375, 1.8800164261041294 41.57048234169693))",1
R114C77,"POLYGON ((1.9700140590949415 41.57048234169693, 1.9625142563457072 41.57048234169693, 1.9625142563457072 41.566650766600375, 1.9700140590949415 41.566650766600375, 1.9700140590949415 41.57048234169693))",8
R114C79,"POLYGON ((1.9850136645934102 41.57048234169693, 1.9775138618441759 41.57048234169693, 1.9775138618441759 41.566650766600375, 1.9850136645934102 41.566650766600375, 1.9850136645934102 41.57048234169693))",8
R114C81,"POLYGON ((2.000013270091879 41.57048234169693, 1.9925134673426446 41.57048234169693, 1.9925134673426446 41.566650766600375, 2.000013270091879 41.566650766600375, 2.000013270091879 41.57048234169693))",8
R114C82,"POLYGON ((2.0075130728411135 41.57048234169693, 2.000013270091879 41.57048234169693, 2.000013270091879 41.566650766600375, 2.0075130728411135 41.566650766600375, 2.0075130728411135 41.57048234169693))",8
R114C83,"POLYGON ((2.015012875590348 41.57048234169693, 2.0075130728411135 41.57048234169693, 2.0075130728411135 41.566650766600375, 2.015012875590348 41.566650766600375, 2.015012875590348 41.57048234169693))",8
R114C84,"POLYGON ((2.022512678339582 41.57048234169693, 2.015012875590348 41.57048234169693, 2.015012875590348 41.566650766600375, 2.022512678339582 41.566650766600375, 2.022512678339582 41.57048234169693))",8
R114C85,"POLYGON ((2.0300124810888165 41.57048234169693, 2.022512678339582 41.57048234169693, 2.022512678339582 41.566650766600375, 2.0300124810888165 41.566650766600375, 2.0300124810888165 41.57048234169693))",8
R114C86,"POLYGON ((2.037512283838051 41.57048234169693, 2.0300124810888165 41.57048234169693, 2.0300124810888165 41.566650766600375, 2.037512283838051 41.566650766600375, 2.037512283838051 41.57048234169693))",8
R114C87,"POLYGON ((2.045012086587285 41.57048234169693, 2.037512283838051 41.57048234169693, 2.037512283838051 41.566650766600375, 2.045012086587285 41.566650766600375, 2.045012086587285 41.57048234169693))",8
R114C88,"POLYGON ((2.0525118893365195 41.57048234169693, 2.045012086587285 41.57048234169693, 2.045012086587285 41.566650766600375, 2.0525118893365195 41.566650766600375, 2.0525118893365195 41.57048234169693))",8
R114C92,"POLYGON ((2.082511100333457 41.57048234169693, 2.0750112975842225 41.57048234169693, 2.0750112975842225 41.566650766600375, 2.082511100333457 41.566650766600375, 2.082511100333457 41.57048234169693))",8
R114C96,"POLYGON ((2.1125103113303942 41.57048234169693, 2.10501050858116 41.57048234169693, 2.10501050858116 41.566650766600375, 2.1125103113303942 41.566650766600375, 2.1125103113303942 41.57048234169693))",20
R114C97,"POLYGON ((2.1200101140796286 41.57048234169693, 2.1125103113303942 41.57048234169693, 2.1125103113303942 41.566650766600375, 2.1200101140796286 41.566650766600375, 2.1200101140796286 41.57048234169693))",20
R114C98,"POLYGON ((2.127509916828863 41.57048234169693, 2.1200101140796286 41.57048234169693, 2.1200101140796286 41.566650766600375, 2.127509916828863 41.566650766600375, 2.127509916828863 41.57048234169693))",20
R114C99,"POLYGON ((2.1350097195780973 41.57048234169693, 2.127509916828863 41.57048234169693, 2.127509916828863 41.566650766600375, 2.1350097195780973 41.566650766600375, 2.1350097195780973 41.57048234169693))",20
R114C101,"POLYGON ((2.150009325076566 41.57048234169693, 2.1425095223273316 41.57048234169693, 2.1425095223273316 41.566650766600375, 2.150009325076566 41.566650766600375, 2.150009325076566 41.57048234169693))",20
R114C106,"POLYGON ((2.1875083388227377 41.57048234169693, 2.1800085360735033 41.57048234169693, 2.1800085360735033 41.566650766600375, 2.1875083388227377 41.566650766600375, 2.1875083388227377 41.57048234169693))",20
R114C107,"POLYGON ((2.195008141571972 41.57048234169693, 2.1875083388227377 41.57048234169693, 2.1875083388227377 41.566650766600375, 2.195008141571972 41.566650766600375, 2.195008141571972 41.57048234169693))",20
R114C112,"POLYGON ((2.2325071553181437 41.57048234169693, 2.2250073525689094 41.57048234169693, 2.2250073525689094 41.566650766600375, 2.2325071553181437 41.566650766600375, 2.2325071553181437 41.57048234169693))",2
R114C118,"POLYGON ((2.2775059718135497 41.57048234169693, 2.2700061690643154 41.57048234169693, 2.2700061690643154 41.566650766600375, 2.2775059718135497 41.566650766600375, 2.2775059718135497 41.57048234169693))",2
R114C126,"POLYGON ((2.3375043938074245 41.57048234169693, 2.33000459105819 41.57048234169693, 2.33000459105819 41.566650766600375, 2.3375043938074245 41.566650766600375, 2.3375043938074245 41.57048234169693))",12
R114C128,"POLYGON ((2.352503999305893 41.57048234169693, 2.345004196556659 41.57048234169693, 2.345004196556659 41.566650766600375, 2.352503999305893 41.566650766600375, 2.352503999305893 41.57048234169693))",12
R114C131,"POLYGON ((2.375003407553596 41.57048234169693, 2.367503604804362 41.57048234169693, 2.367503604804362 41.566650766600375, 2.375003407553596 41.566650766600375, 2.375003407553596 41.57048234169693))",12
R114C134,"POLYGON ((2.397502815801299 41.57048234169693, 2.390003013052065 41.57048234169693, 2.390003013052065 41.566650766600375, 2.397502815801299 41.566650766600375, 2.397502815801299 41.57048234169693))",12
R114C137,"POLYGON ((2.4200022240490022 41.57048234169693, 2.412502421299768 41.57048234169693, 2.412502421299768 41.566650766600375, 2.4200022240490022 41.566650766600375, 2.4200022240490022 41.57048234169693))",12
R114C138,"POLYGON ((2.4275020267982366 41.57048234169693, 2.4200022240490022 41.57048234169693, 2.4200022240490022 41.566650766600375, 2.4275020267982366 41.566650766600375, 2.4275020267982366 41.57048234169693))",12
R114C139,"POLYGON ((2.435001829547471 41.57048234169693, 2.4275020267982366 41.57048234169693, 2.4275020267982366 41.566650766600375, 2.435001829547471 41.566650766600375, 2.435001829547471 41.57048234169693))",12
R114C144,"POLYGON ((2.4725008432936426 41.57048234169693, 2.4650010405444083 41.57048234169693, 2.4650010405444083 41.566650766600375, 2.4725008432936426 41.566650766600375, 2.4725008432936426 41.57048234169693))",12
R114C147,"POLYGON ((2.4950002515413456 41.57048234169693, 2.4875004487921113 41.57048234169693, 2.4875004487921113 41.566650766600375, 2.4950002515413456 41.566650766600375, 2.4950002515413456 41.57048234169693))",18
R114C151,"POLYGON ((2.524999462538283 41.57048234169693, 2.5174996597890487 41.57048234169693, 2.5174996597890487 41.566650766600375, 2.524999462538283 41.566650766600375, 2.524999462538283 41.57048234169693))",18
R114C152,"POLYGON ((2.5324992652875173 41.57048234169693, 2.524999462538283 41.57048234169693, 2.524999462538283 41.566650766600375, 2.5324992652875173 41.566650766600375, 2.5324992652875173 41.57048234169693))",18
R115C30,"POLYGON ((1.6175233298809275 41.574313916793486, 1.6100235271316932 41.574313916793486, 1.6100235271316932 41.57048234169693, 1.6175233298809275 41.57048234169693, 1.6175233298809275 41.574313916793486))",6
R115C33,"POLYGON ((1.6400227381286305 41.574313916793486, 1.6325229353793962 41.574313916793486, 1.6325229353793962 41.57048234169693, 1.6400227381286305 41.57048234169693, 1.6400227381286305 41.574313916793486))",6
R115C57,"POLYGON ((1.8200180041102547 41.574313916793486, 1.8125182013610204 41.574313916793486, 1.8125182013610204 41.57048234169693, 1.8200180041102547 41.57048234169693, 1.8200180041102547 41.574313916793486))",1
R115C59,"POLYGON ((1.8350176096087234 41.574313916793486, 1.827517806859489 41.574313916793486, 1.827517806859489 41.57048234169693, 1.8350176096087234 41.57048234169693, 1.8350176096087234 41.574313916793486))",1
R115C63,"POLYGON ((1.8650168206056608 41.574313916793486, 1.8575170178564264 41.574313916793486, 1.8575170178564264 41.57048234169693, 1.8650168206056608 41.57048234169693, 1.8650168206056608 41.574313916793486))",1
R115C82,"POLYGON ((2.0075130728411135 41.574313916793486, 2.000013270091879 41.574313916793486, 2.000013270091879 41.57048234169693, 2.0075130728411135 41.57048234169693, 2.0075130728411135 41.574313916793486))",8
R115C83,"POLYGON ((2.015012875590348 41.574313916793486, 2.0075130728411135 41.574313916793486, 2.0075130728411135 41.57048234169693, 2.015012875590348 41.57048234169693, 2.015012875590348 41.574313916793486))",8
R115C84,"POLYGON ((2.022512678339582 41.574313916793486, 2.015012875590348 41.574313916793486, 2.015012875590348 41.57048234169693, 2.022512678339582 41.57048234169693, 2.022512678339582 41.574313916793486))",8
R115C85,"POLYGON ((2.0300124810888165 41.574313916793486, 2.022512678339582 41.574313916793486, 2.022512678339582 41.57048234169693, 2.0300124810888165 41.57048234169693, 2.0300124810888165 41.574313916793486))",8
R115C86,"POLYGON ((2.037512283838051 41.574313916793486, 2.0300124810888165 41.574313916793486, 2.0300124810888165 41.57048234169693, 2.037512283838051 41.57048234169693, 2.037512283838051 41.574313916793486))",8
R115C88,"POLYGON ((2.0525118893365195 41.574313916793486, 2.045012086587285 41.574313916793486, 2.045012086587285 41.57048234169693, 2.0525118893365195 41.57048234169693, 2.0525118893365195 41.574313916793486))",8
R115C90,"POLYGON ((2.067511494834988 41.574313916793486, 2.060011692085754 41.574313916793486, 2.060011692085754 41.57048234169693, 2.067511494834988 41.57048234169693, 2.067511494834988 41.574313916793486))",8
R115C93,"POLYGON ((2.090010903082691 41.574313916793486, 2.082511100333457 41.574313916793486, 2.082511100333457 41.57048234169693, 2.090010903082691 41.57048234169693, 2.090010903082691 41.574313916793486))",8
R115C95,"POLYGON ((2.10501050858116 41.574313916793486, 2.0975107058319256 41.574313916793486, 2.0975107058319256 41.57048234169693, 2.10501050858116 41.57048234169693, 2.10501050858116 41.574313916793486))",20
R115C104,"POLYGON ((2.172508733324269 41.574313916793486, 2.1650089305750346 41.574313916793486, 2.1650089305750346 41.57048234169693, 2.172508733324269 41.57048234169693, 2.172508733324269 41.574313916793486))",20
R115C107,"POLYGON ((2.195008141571972 41.574313916793486, 2.1875083388227377 41.574313916793486, 2.1875083388227377 41.57048234169693, 2.195008141571972 41.57048234169693, 2.195008141571972 41.574313916793486))",20
R115C110,"POLYGON ((2.217507549819675 41.574313916793486, 2.2100077470704407 41.574313916793486, 2.2100077470704407 41.57048234169693, 2.217507549819675 41.57048234169693, 2.217507549819675 41.574313916793486))",2
R115C111,"POLYGON ((2.2250073525689094 41.574313916793486, 2.217507549819675 41.574313916793486, 2.217507549819675 41.57048234169693, 2.2250073525689094 41.57048234169693, 2.2250073525689094 41.574313916793486))",2
R115C113,"POLYGON ((2.240006958067378 41.574313916793486, 2.2325071553181437 41.574313916793486, 2.2325071553181437 41.57048234169693, 2.240006958067378 41.57048234169693, 2.240006958067378 41.574313916793486))",2
R115C114,"POLYGON ((2.2475067608166124 41.574313916793486, 2.240006958067378 41.574313916793486, 2.240006958067378 41.57048234169693, 2.2475067608166124 41.57048234169693, 2.2475067608166124 41.574313916793486))",2
R115C120,"POLYGON ((2.2925055773120184 41.574313916793486, 2.285005774562784 41.574313916793486, 2.285005774562784 41.57048234169693, 2.2925055773120184 41.57048234169693, 2.2925055773120184 41.574313916793486))",2
R115C124,"POLYGON ((2.322504788308956 41.574313916793486, 2.3150049855597215 41.574313916793486, 2.3150049855597215 41.57048234169693, 2.322504788308956 41.57048234169693, 2.322504788308956 41.574313916793486))",12
R115C126,"POLYGON ((2.3375043938074245 41.574313916793486, 2.33000459105819 41.574313916793486, 2.33000459105819 41.57048234169693, 2.3375043938074245 41.57048234169693, 2.3375043938074245 41.574313916793486))",12
R115C133,"POLYGON ((2.390003013052065 41.574313916793486, 2.3825032103028305 41.574313916793486, 2.3825032103028305 41.57048234169693, 2.390003013052065 41.57048234169693, 2.390003013052065 41.574313916793486))",12
R115C134,"POLYGON ((2.397502815801299 41.574313916793486, 2.390003013052065 41.574313916793486, 2.390003013052065 41.57048234169693, 2.397502815801299 41.57048234169693, 2.397502815801299 41.574313916793486))",12
R115C136,"POLYGON ((2.412502421299768 41.574313916793486, 2.4050026185505335 41.574313916793486, 2.4050026185505335 41.57048234169693, 2.412502421299768 41.57048234169693, 2.412502421299768 41.574313916793486))",12
R115C146,"POLYGON ((2.4875004487921113 41.574313916793486, 2.480000646042877 41.574313916793486, 2.480000646042877 41.57048234169693, 2.4875004487921113 41.57048234169693, 2.4875004487921113 41.574313916793486))",18
R115C149,"POLYGON ((2.5099998570398143 41.574313916793486, 2.50250005429058 41.574313916793486, 2.50250005429058 41.57048234169693, 2.5099998570398143 41.57048234169693, 2.5099998570398143 41.574313916793486))",18
R115C151,"POLYGON ((2.524999462538283 41.574313916793486, 2.5174996597890487 41.574313916793486, 2.5174996597890487 41.57048234169693, 2.524999462538283 41.57048234169693, 2.524999462538283 41.574313916793486))",18
R115C152,"POLYGON ((2.5324992652875173 41.574313916793486, 2.524999462538283 41.574313916793486, 2.524999462538283 41.57048234169693, 2.5324992652875173 41.57048234169693, 2.5324992652875173 41.574313916793486))",18
R115C153,"POLYGON ((2.5399990680367517 41.574313916793486, 2.5324992652875173 41.574313916793486, 2.5324992652875173 41.57048234169693, 2.5399990680367517 41.57048234169693, 2.5399990680367517 41.574313916793486))",18
R116C5,"POLYGON ((1.430028261150069 41.57814549189004, 1.4225284584008346 41.57814549189004, 1.4225284584008346 41.574313916793486, 1.430028261150069 41.574313916793486, 1.430028261150069 41.57814549189004))",14
R116C23,"POLYGON ((1.5650247106362871 41.57814549189004, 1.5575249078870528 41.57814549189004, 1.5575249078870528 41.574313916793486, 1.5650247106362871 41.574313916793486, 1.5650247106362871 41.57814549189004))",6
R116C29,"POLYGON ((1.6100235271316932 41.57814549189004, 1.6025237243824588 41.57814549189004, 1.6025237243824588 41.574313916793486, 1.6100235271316932 41.574313916793486, 1.6100235271316932 41.57814549189004))",6
R116C30,"POLYGON ((1.6175233298809275 41.57814549189004, 1.6100235271316932 41.57814549189004, 1.6100235271316932 41.574313916793486, 1.6175233298809275 41.574313916793486, 1.6175233298809275 41.57814549189004))",6
R116C31,"POLYGON ((1.6250231326301618 41.57814549189004, 1.6175233298809275 41.57814549189004, 1.6175233298809275 41.574313916793486, 1.6250231326301618 41.574313916793486, 1.6250231326301618 41.57814549189004))",6
R116C32,"POLYGON ((1.6325229353793962 41.57814549189004, 1.6250231326301618 41.57814549189004, 1.6250231326301618 41.574313916793486, 1.6325229353793962 41.574313916793486, 1.6325229353793962 41.57814549189004))",6
R116C53,"POLYGON ((1.7900187931133174 41.57814549189004, 1.782518990364083 41.57814549189004, 1.782518990364083 41.574313916793486, 1.7900187931133174 41.574313916793486, 1.7900187931133174 41.57814549189004))",1
R116C54,"POLYGON ((1.7975185958625517 41.57814549189004, 1.7900187931133174 41.57814549189004, 1.7900187931133174 41.574313916793486, 1.7975185958625517 41.574313916793486, 1.7975185958625517 41.57814549189004))",1
R116C58,"POLYGON ((1.827517806859489 41.57814549189004, 1.8200180041102547 41.57814549189004, 1.8200180041102547 41.574313916793486, 1.827517806859489 41.574313916793486, 1.827517806859489 41.57814549189004))",1
R116C63,"POLYGON ((1.8650168206056608 41.57814549189004, 1.8575170178564264 41.57814549189004, 1.8575170178564264 41.574313916793486, 1.8650168206056608 41.574313916793486, 1.8650168206056608 41.57814549189004))",1
R116C71,"POLYGON ((1.9250152425995355 41.57814549189004, 1.9175154398503012 41.57814549189004, 1.9175154398503012 41.574313916793486, 1.9250152425995355 41.574313916793486, 1.9250152425995355 41.57814549189004))",1
R116C80,"POLYGON ((1.9925134673426446 41.57814549189004, 1.9850136645934102 41.57814549189004, 1.9850136645934102 41.574313916793486, 1.9925134673426446 41.574313916793486, 1.9925134673426446 41.57814549189004))",8
R116C81,"POLYGON ((2.000013270091879 41.57814549189004, 1.9925134673426446 41.57814549189004, 1.9925134673426446 41.574313916793486, 2.000013270091879 41.574313916793486, 2.000013270091879 41.57814549189004))",8
R116C82,"POLYGON ((2.0075130728411135 41.57814549189004, 2.000013270091879 41.57814549189004, 2.000013270091879 41.574313916793486, 2.0075130728411135 41.574313916793486, 2.0075130728411135 41.57814549189004))",8
R116C84,"POLYGON ((2.022512678339582 41.57814549189004, 2.015012875590348 41.57814549189004, 2.015012875590348 41.574313916793486, 2.022512678339582 41.574313916793486, 2.022512678339582 41.57814549189004))",8
R116C85,"POLYGON ((2.0300124810888165 41.57814549189004, 2.022512678339582 41.57814549189004, 2.022512678339582 41.574313916793486, 2.0300124810888165 41.574313916793486, 2.0300124810888165 41.57814549189004))",8
R116C86,"POLYGON ((2.037512283838051 41.57814549189004, 2.0300124810888165 41.57814549189004, 2.0300124810888165 41.574313916793486, 2.037512283838051 41.574313916793486, 2.037512283838051 41.57814549189004))",8
R116C90,"POLYGON ((2.067511494834988 41.57814549189004, 2.060011692085754 41.57814549189004, 2.060011692085754 41.574313916793486, 2.067511494834988 41.574313916793486, 2.067511494834988 41.57814549189004))",8
R116C94,"POLYGON ((2.0975107058319256 41.57814549189004, 2.090010903082691 41.57814549189004, 2.090010903082691 41.574313916793486, 2.0975107058319256 41.574313916793486, 2.0975107058319256 41.57814549189004))",8
R116C95,"POLYGON ((2.10501050858116 41.57814549189004, 2.0975107058319256 41.57814549189004, 2.0975107058319256 41.574313916793486, 2.10501050858116 41.574313916793486, 2.10501050858116 41.57814549189004))",20
R116C105,"POLYGON ((2.1800085360735033 41.57814549189004, 2.172508733324269 41.57814549189004, 2.172508733324269 41.574313916793486, 2.1800085360735033 41.574313916793486, 2.1800085360735033 41.57814549189004))",20
R116C111,"POLYGON ((2.2250073525689094 41.57814549189004, 2.217507549819675 41.57814549189004, 2.217507549819675 41.574313916793486, 2.2250073525689094 41.574313916793486, 2.2250073525689094 41.57814549189004))",2
R116C112,"POLYGON ((2.2325071553181437 41.57814549189004, 2.2250073525689094 41.57814549189004, 2.2250073525689094 41.574313916793486, 2.2325071553181437 41.574313916793486, 2.2325071553181437 41.57814549189004))",2
R116C120,"POLYGON ((2.2925055773120184 41.57814549189004, 2.285005774562784 41.57814549189004, 2.285005774562784 41.574313916793486, 2.2925055773120184 41.574313916793486, 2.2925055773120184 41.57814549189004))",2
R116C133,"POLYGON ((2.390003013052065 41.57814549189004, 2.3825032103028305 41.57814549189004, 2.3825032103028305 41.574313916793486, 2.390003013052065 41.574313916793486, 2.390003013052065 41.57814549189004))",12
R116C137,"POLYGON ((2.4200022240490022 41.57814549189004, 2.412502421299768 41.57814549189004, 2.412502421299768 41.574313916793486, 2.4200022240490022 41.574313916793486, 2.4200022240490022 41.57814549189004))",12
R116C138,"POLYGON ((2.4275020267982366 41.57814549189004, 2.4200022240490022 41.57814549189004, 2.4200022240490022 41.574313916793486, 2.4275020267982366 41.574313916793486, 2.4275020267982366 41.57814549189004))",12
R116C140,"POLYGON ((2.4425016322967052 41.57814549189004, 2.435001829547471 41.57814549189004, 2.435001829547471 41.574313916793486, 2.4425016322967052 41.574313916793486, 2.4425016322967052 41.57814549189004))",12
R116C146,"POLYGON ((2.4875004487921113 41.57814549189004, 2.480000646042877 41.57814549189004, 2.480000646042877 41.574313916793486, 2.4875004487921113 41.574313916793486, 2.4875004487921113 41.57814549189004))",18
R116C152,"POLYGON ((2.5324992652875173 41.57814549189004, 2.524999462538283 41.57814549189004, 2.524999462538283 41.574313916793486, 2.5324992652875173 41.574313916793486, 2.5324992652875173 41.57814549189004))",18
R116C153,"POLYGON ((2.5399990680367517 41.57814549189004, 2.5324992652875173 41.57814549189004, 2.5324992652875173 41.574313916793486, 2.5399990680367517 41.574313916793486, 2.5399990680367517 41.57814549189004))",18
R116C154,"POLYGON ((2.547498870785986 41.57814549189004, 2.5399990680367517 41.57814549189004, 2.5399990680367517 41.574313916793486, 2.547498870785986 41.574313916793486, 2.547498870785986 41.57814549189004))",18
R116C155,"POLYGON ((2.5549986735352204 41.57814549189004, 2.547498870785986 41.57814549189004, 2.547498870785986 41.574313916793486, 2.5549986735352204 41.574313916793486, 2.5549986735352204 41.57814549189004))",18
R116C156,"POLYGON ((2.5624984762844547 41.57814549189004, 2.5549986735352204 41.57814549189004, 2.5549986735352204 41.574313916793486, 2.5624984762844547 41.574313916793486, 2.5624984762844547 41.57814549189004))",18
R117C29,"POLYGON ((1.6100235271316932 41.581977066986596, 1.6025237243824588 41.581977066986596, 1.6025237243824588 41.57814549189004, 1.6100235271316932 41.57814549189004, 1.6100235271316932 41.581977066986596))",6
R117C30,"POLYGON ((1.6175233298809275 41.581977066986596, 1.6100235271316932 41.581977066986596, 1.6100235271316932 41.57814549189004, 1.6175233298809275 41.57814549189004, 1.6175233298809275 41.581977066986596))",6
R117C31,"POLYGON ((1.6250231326301618 41.581977066986596, 1.6175233298809275 41.581977066986596, 1.6175233298809275 41.57814549189004, 1.6250231326301618 41.57814549189004, 1.6250231326301618 41.581977066986596))",6
R117C32,"POLYGON ((1.6325229353793962 41.581977066986596, 1.6250231326301618 41.581977066986596, 1.6250231326301618 41.57814549189004, 1.6325229353793962 41.57814549189004, 1.6325229353793962 41.581977066986596))",6
R117C34,"POLYGON ((1.6475225408778649 41.581977066986596, 1.6400227381286305 41.581977066986596, 1.6400227381286305 41.57814549189004, 1.6475225408778649 41.57814549189004, 1.6475225408778649 41.581977066986596))",6
R117C76,"POLYGON ((1.9625142563457072 41.581977066986596, 1.9550144535964729 41.581977066986596, 1.9550144535964729 41.57814549189004, 1.9625142563457072 41.57814549189004, 1.9625142563457072 41.581977066986596))",8
R117C80,"POLYGON ((1.9925134673426446 41.581977066986596, 1.9850136645934102 41.581977066986596, 1.9850136645934102 41.57814549189004, 1.9925134673426446 41.57814549189004, 1.9925134673426446 41.581977066986596))",8
R117C83,"POLYGON ((2.015012875590348 41.581977066986596, 2.0075130728411135 41.581977066986596, 2.0075130728411135 41.57814549189004, 2.015012875590348 41.57814549189004, 2.015012875590348 41.581977066986596))",8
R117C84,"POLYGON ((2.022512678339582 41.581977066986596, 2.015012875590348 41.581977066986596, 2.015012875590348 41.57814549189004, 2.022512678339582 41.57814549189004, 2.022512678339582 41.581977066986596))",8
R117C85,"POLYGON ((2.0300124810888165 41.581977066986596, 2.022512678339582 41.581977066986596, 2.022512678339582 41.57814549189004, 2.0300124810888165 41.57814549189004, 2.0300124810888165 41.581977066986596))",8
R117C87,"POLYGON ((2.045012086587285 41.581977066986596, 2.037512283838051 41.581977066986596, 2.037512283838051 41.57814549189004, 2.045012086587285 41.57814549189004, 2.045012086587285 41.581977066986596))",8
R117C88,"POLYGON ((2.0525118893365195 41.581977066986596, 2.045012086587285 41.581977066986596, 2.045012086587285 41.57814549189004, 2.0525118893365195 41.57814549189004, 2.0525118893365195 41.581977066986596))",8
R117C89,"POLYGON ((2.060011692085754 41.581977066986596, 2.0525118893365195 41.581977066986596, 2.0525118893365195 41.57814549189004, 2.060011692085754 41.57814549189004, 2.060011692085754 41.581977066986596))",8
R117C92,"POLYGON ((2.082511100333457 41.581977066986596, 2.0750112975842225 41.581977066986596, 2.0750112975842225 41.57814549189004, 2.082511100333457 41.57814549189004, 2.082511100333457 41.581977066986596))",8
R117C93,"POLYGON ((2.090010903082691 41.581977066986596, 2.082511100333457 41.581977066986596, 2.082511100333457 41.57814549189004, 2.090010903082691 41.57814549189004, 2.090010903082691 41.581977066986596))",8
R117C95,"POLYGON ((2.10501050858116 41.581977066986596, 2.0975107058319256 41.581977066986596, 2.0975107058319256 41.57814549189004, 2.10501050858116 41.57814549189004, 2.10501050858116 41.581977066986596))",20
R117C96,"POLYGON ((2.1125103113303942 41.581977066986596, 2.10501050858116 41.581977066986596, 2.10501050858116 41.57814549189004, 2.1125103113303942 41.57814549189004, 2.1125103113303942 41.581977066986596))",20
R117C99,"POLYGON ((2.1350097195780973 41.581977066986596, 2.127509916828863 41.581977066986596, 2.127509916828863 41.57814549189004, 2.1350097195780973 41.57814549189004, 2.1350097195780973 41.581977066986596))",20
R117C106,"POLYGON ((2.1875083388227377 41.581977066986596, 2.1800085360735033 41.581977066986596, 2.1800085360735033 41.57814549189004, 2.1875083388227377 41.57814549189004, 2.1875083388227377 41.581977066986596))",20
R117C111,"POLYGON ((2.2250073525689094 41.581977066986596, 2.217507549819675 41.581977066986596, 2.217507549819675 41.57814549189004, 2.2250073525689094 41.57814549189004, 2.2250073525689094 41.581977066986596))",2
R117C113,"POLYGON ((2.240006958067378 41.581977066986596, 2.2325071553181437 41.581977066986596, 2.2325071553181437 41.57814549189004, 2.240006958067378 41.57814549189004, 2.240006958067378 41.581977066986596))",2
R117C118,"POLYGON ((2.2775059718135497 41.581977066986596, 2.2700061690643154 41.581977066986596, 2.2700061690643154 41.57814549189004, 2.2775059718135497 41.57814549189004, 2.2775059718135497 41.581977066986596))",2
R117C125,"POLYGON ((2.33000459105819 41.581977066986596, 2.322504788308956 41.581977066986596, 2.322504788308956 41.57814549189004, 2.33000459105819 41.57814549189004, 2.33000459105819 41.581977066986596))",12
R117C136,"POLYGON ((2.412502421299768 41.581977066986596, 2.4050026185505335 41.581977066986596, 2.4050026185505335 41.57814549189004, 2.412502421299768 41.57814549189004, 2.412502421299768 41.581977066986596))",12
R117C140,"POLYGON ((2.4425016322967052 41.581977066986596, 2.435001829547471 41.581977066986596, 2.435001829547471 41.57814549189004, 2.4425016322967052 41.57814549189004, 2.4425016322967052 41.581977066986596))",12
R117C141,"POLYGON ((2.4500014350459396 41.581977066986596, 2.4425016322967052 41.581977066986596, 2.4425016322967052 41.57814549189004, 2.4500014350459396 41.57814549189004, 2.4500014350459396 41.581977066986596))",12
R117C143,"POLYGON ((2.4650010405444083 41.581977066986596, 2.457501237795174 41.581977066986596, 2.457501237795174 41.57814549189004, 2.4650010405444083 41.57814549189004, 2.4650010405444083 41.581977066986596))",12
R117C145,"POLYGON ((2.480000646042877 41.581977066986596, 2.4725008432936426 41.581977066986596, 2.4725008432936426 41.57814549189004, 2.480000646042877 41.57814549189004, 2.480000646042877 41.581977066986596))",18
R117C147,"POLYGON ((2.4950002515413456 41.581977066986596, 2.4875004487921113 41.581977066986596, 2.4875004487921113 41.57814549189004, 2.4950002515413456 41.57814549189004, 2.4950002515413456 41.581977066986596))",18
R117C149,"POLYGON ((2.5099998570398143 41.581977066986596, 2.50250005429058 41.581977066986596, 2.50250005429058 41.57814549189004, 2.5099998570398143 41.57814549189004, 2.5099998570398143 41.581977066986596))",18
R117C150,"POLYGON ((2.5174996597890487 41.581977066986596, 2.5099998570398143 41.581977066986596, 2.5099998570398143 41.57814549189004, 2.5174996597890487 41.57814549189004, 2.5174996597890487 41.581977066986596))",18
R117C153,"POLYGON ((2.5399990680367517 41.581977066986596, 2.5324992652875173 41.581977066986596, 2.5324992652875173 41.57814549189004, 2.5399990680367517 41.57814549189004, 2.5399990680367517 41.581977066986596))",18
R117C154,"POLYGON ((2.547498870785986 41.581977066986596, 2.5399990680367517 41.581977066986596, 2.5399990680367517 41.57814549189004, 2.547498870785986 41.57814549189004, 2.547498870785986 41.581977066986596))",18
R117C155,"POLYGON ((2.5549986735352204 41.581977066986596, 2.547498870785986 41.581977066986596, 2.547498870785986 41.57814549189004, 2.5549986735352204 41.57814549189004, 2.5549986735352204 41.581977066986596))",18
R117C156,"POLYGON ((2.5624984762844547 41.581977066986596, 2.5549986735352204 41.581977066986596, 2.5549986735352204 41.57814549189004, 2.5624984762844547 41.57814549189004, 2.5624984762844547 41.581977066986596))",18
R117C157,"POLYGON ((2.569998279033689 41.581977066986596, 2.5624984762844547 41.581977066986596, 2.5624984762844547 41.57814549189004, 2.569998279033689 41.57814549189004, 2.569998279033689 41.581977066986596))",18
R118C28,"POLYGON ((1.6025237243824588 41.58580864208315, 1.5950239216332245 41.58580864208315, 1.5950239216332245 41.581977066986596, 1.6025237243824588 41.581977066986596, 1.6025237243824588 41.58580864208315))",6
