,lat,lon
1,41.4055902586131,2.1400647814311524
2,41.60302296498072,2.537770865770675
3,41.240754018110046,1.7541864022003089
4,41.760583203273164,1.788572402583108
5,41.55324025376243,1.660530819439468
6,41.2355652267721,1.543117392079313
7,41.78934975538165,2.2100963274178724
8,41.662677869476454,2.7156422587003894
9,41.73547954429234,1.491432896159425
10,41.55330747437816,2.377371766316512
11,41.57770183582623,1.865293129128001
12,41.57655284922942,2.0619092325403794
13,41.325790521631475,2.04464829018527
14,41.74388567619488,2.454905152228131
15,41.84358849996806,2.726839392083153
16,41.79650695664272,1.9484896252046389
17,41.47956645892341,2.211107342210366
18,41.396345583069575,1.714596863726452
19,41.44218263013046,1.983536430718561
20,41.61674222502934,2.249890031468036
